,Name,Platform,Genre,Global_Sales
4474,The Great Mystery Hidden Object Package 5,PC,Adventure,0.03
4475,Net High,PSV,Adventure,0.03
4450,Don't Knock Twice,PS4,Adventure,0.03
4448,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,Adventure,0.03
4477,Syberia II,XB,Adventure,0.03
4447,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,Adventure,0.03
4422,Accel World: Ginyoku no Kakusei,PS3,Adventure,0.03
4423,Vitamin X Evolution,DS,Adventure,0.03
4424,Arthur and the Invisibles,DS,Adventure,0.03
4425,Black Mirror,XOne,Adventure,0.03
4426,Togainu no Chi: True Blood,PS2,Adventure,0.03
4427,Chicken Shoot 2,GBA,Adventure,0.03
4428,Shin Hayarigami 2,PSV,Adventure,0.03
4429,Accel World: Ginyoku no Kakusei,PSP,Adventure,0.03
4430,Rampo,SAT,Adventure,0.03
4431,Hiiro no Kakera 2: Hisui no Shizuku,PS2,Adventure,0.03
4432,Chaos;Head - Love Chu*Chu!,X360,Adventure,0.03
4433,House M.D.,DS,Adventure,0.03
4434,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,Adventure,0.03
4435,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,Adventure,0.03
4436,Last Escort: Club Katze,PSP,Adventure,0.03
4437,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Adventure,0.03
4438,Otometeki Koi Kakumei * Love Revo,PS2,Adventure,0.03
4439,Hallowed Legends: Samhain,PC,Adventure,0.03
4440,Kiniro no Corda 3,PS2,Adventure,0.03
4441,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,Adventure,0.03
4442,Highschool Terra Story,SAT,Adventure,0.03
4443,Mother Goose no Himitsu no Yakata,PSP,Adventure,0.03
4444,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,Adventure,0.03
4445,StormLover,PSP,Adventure,0.03
4446,Dancing Blade II: Tears of Eden,PS,Adventure,0.03
4476,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,Adventure,0.03
4478,Secret Files 2: Puritas Cordis,Wii,Adventure,0.03
4535,Doki Oki,PS,Adventure,0.03
4507,Kuryuu Youma Gakuenki Recharge,PS2,Adventure,0.03
4509,The Town of Light,PS4,Adventure,0.03
4510,Hakuoki: Kyoto Winds,PSV,Adventure,0.03
4511,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure,0.03
4512,Rime,XOne,Adventure,0.03
4513,Zero Escape: Zero Time Dilemma,PS4,Adventure,0.03
4514,Galileo,DS,Adventure,0.03
4515,Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure,0.03
4516,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,Adventure,0.03
4517,Prince of Persia (2008),PC,Adventure,0.03
4518,Shitsuji ga Aruji o Erabu Toki,PSV,Adventure,0.03
4519,Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,Adventure,0.03
4520,MuvLuv Double Pack,PSV,Adventure,0.03
4521,Captain Morgane and the Golden Turtle,DS,Adventure,0.03
4522,Death Mark,NS,Adventure,0.03
4523,Last Escort 2: Shinya no Amai Toge,PS2,Adventure,0.03
4524,Harukanaru Toki no Naka de 3 Ultimate,PSV,Adventure,0.03
4525,Shakugan no Shana,PS2,Adventure,0.03
4526,Botanicula,PC,Adventure,0.03
4527,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,Adventure,0.03
4528,Hankou Shashin,SAT,Adventure,0.03
4529,Death Mark,PSV,Adventure,0.03
4530,Starry * Sky: In Autumn - PSP Edition,PSP,Adventure,0.03
4531,Osomatsu-San: The Game - Hang-Up Finding Employment Advice - Dead or Work,PSV,Adventure,0.03
4532,Tenkaichi * Sengoku Lovers,DS,Adventure,0.03
4533,Haitaka no Psychedelica,PSV,Adventure,0.03
4508,Shin Hayarigami 2,PS4,Adventure,0.03
4506,Clannad,X360,Adventure,0.03
4479,Storm Lover 2nd V,PSV,Adventure,0.03
4505,The Pillars of the Earth,XOne,Adventure,0.03
4480,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,Adventure,0.03
4481,Nisenochigiri: Omoide no Saki e,PSP,Adventure,0.03
4482,Grand Theft Auto: The Trilogy,PC,Adventure,0.03
4483,In Cold Blood,PS,Adventure,0.03
4484,Safari Adventures: Africa,DS,Adventure,0.03
4485,The Island of Dr. Frankenstein,Wii,Adventure,0.03
4486,Tsuku Monogatari,PSP,Adventure,0.03
4487,Vitamin Z,PS2,Adventure,0.03
4488,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,Adventure,0.03
4489,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,Adventure,0.03
4490,Emily Archer and the Curse of Tutankhamun,DS,Adventure,0.03
4491,Diabolik Lovers: More Blood,PSV,Adventure,0.03
4492,The Town of Light,NS,Adventure,0.03
4493,Syberia,PC,Adventure,0.03
4494,Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku,PSV,Adventure,0.03
4495,Akane Iro ni Somaru Saka Parallel,PS2,Adventure,0.03
4496,Wand of Fortune R,PSV,Adventure,0.03
4497,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,Adventure,0.03
4498,Starry * Sky: In Winter - PSP Edition,PSP,Adventure,0.03
4499,Saka Agari Hurricane Portable,PSP,Adventure,0.03
4500,Eco Creatures: Save The Forest,DS,Adventure,0.03
4501,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,Adventure,0.03
4502,Jack Keane,PC,Adventure,0.03
4503,The Raven Remastered,XOne,Adventure,0.03
4504,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,Adventure,0.03
4421,The Void,PC,Adventure,0.03
4420,Clannad,PS3,Adventure,0.03
4419,Nancy Drew: Alibi In Ashes,PC,Adventure,0.03
18823,Dino Dini's Kick Off Revival,PS4,Sports,0.03
18821,Power Poke Dash,GBA,Sports,0.03
18820,NBA 2K13,PC,Sports,0.03
18819,NBA 08,PSP,Sports,0.03
18818,Real World Golf,XB,Sports,0.03
18817,Winning Post 8 2015,PSV,Sports,0.03
18816,Virtual Pool: Tournament Edition,XB,Sports,0.03
18815,Street Jam Basketball,GBA,Sports,0.03
18814,Winter Sports 3: The Great Tournament,PS3,Sports,0.03
18813,Big Mountain 2000,N64,Sports,0.03
18812,Minna no Golf Jou Vol.1,PSP,Sports,0.03
18811,Nettou! Powerful Koushien,DS,Sports,0.03
18810,Handball 16,PS3,Sports,0.03
18809,Go! Go! Hypergrind,GC,Sports,0.03
18808,Rugby 15,X360,Sports,0.03
18807,Pro Evolution Soccer 2018,X360,Sports,0.03
18806,Shaun White Skateboarding,PC,Sports,0.03
18805,Sunny Garcia Surfing,PS2,Sports,0.03
18804,Winning Post 7 2009,PSP,Sports,0.03
18803,Summer Athletics: The Ultimate Challenge,X360,Sports,0.03
18802,Rugby Challenge 3,PS3,Sports,0.03
18801,Pro Yakyuu Spirits 5 Kanzenban,PS3,Sports,0.03
18800,Rugby World Cup 2015,X360,Sports,0.03
18799,Underground Pool,DS,Sports,0.03
18798,Summer Athletics 2009,X360,Sports,0.03
18797,River City Super Sports Challenge,DS,Sports,0.03
18822,Calcio Bit,GBA,Sports,0.03
18824,Winning Post 8 2015,PS3,Sports,0.03
4418,King's Quest: The Complete Collection,X360,Adventure,0.03
18825,World Sports Competition,PSN,Sports,0.03
18850,Derby Time 2006,PSP,Sports,0.03
18849,Bode Miller Alpine Skiing,PS2,Sports,0.03
18848,Pitball,PS,Sports,0.03
18847,Pro Yakyuu Family Stadium,Wii,Sports,0.03
18846,Legendary Fishing,PS4,Sports,0.03
18845,Let's Play Ballerina,Wii,Sports,0.03
18844,River King: Wonderful Journey,PS2,Sports,0.03
18843,Backyard NFL Football,Wii,Sports,0.03
18842,Madden NFL 07,GBA,Sports,0.03
18841,Captain Tsubasa J: The Way to World Youth,SNES,Sports,0.03
18840,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,Sports,0.03
18839,Archer Maclean Presents: Pool Paradise,GC,Sports,0.03
18838,Let's Dance with Mel B,Wii,Sports,0.03
18837,NHL 07,XB,Sports,0.03
18836,The Perfect Golf,PS,Sports,0.03
18835,Rugby League Live,PS3,Sports,0.03
18834,Let's Dance with Mel B,PS3,Sports,0.03
18833,Dave Mirra Freestyle BMX 3,GBA,Sports,0.03
18832,NBA 2K7,XB,Sports,0.03
18831,Pro Cast Sports Fishing,XB,Sports,0.03
18830,Rugby League Live,X360,Sports,0.03
18829,Disney Sports Soccer,GBA,Sports,0.03
18828,Pro Evolution Soccer 2012,3DS,Sports,0.03
18827,101-in-1 Sports Party Megamix,Wii,Sports,0.03
18826,ESPN Winter X Games: Snowboarding 2002,XB,Sports,0.03
18796,NBA 2K17,PC,Sports,0.03
18795,Elf Bowling 1 & 2,GBA,Sports,0.03
18794,Disney Sports Soccer,GC,Sports,0.03
18793,Championship Manager Season 01/02,PC,Sports,0.03
3252,Beast Quest,XOne,Action-Adventure,0.03
3253,Onimusha: Warlords,PS4,Action-Adventure,0.03
3254,Hellblade: Senua's Sacrifice,XOne,Action-Adventure,0.03
3255,Darksiders: Warmastered Edition,WiiU,Action-Adventure,0.03
3256,Agony,PS4,Action-Adventure,0.03
3257,The Girl and the Robot,PS4,Action-Adventure,0.03
4399,The Rabbit's Apprentice,PC,Adventure,0.03
4400,Tokyo Majin Gakuen: Kenfuuchou,DS,Adventure,0.03
4401,OZMAFIA!! -vivace-,PSV,Adventure,0.03
4402,The Raven Remastered,PS4,Adventure,0.03
4403,Suzumiya Haruhi no Tsuisou,PS3,Adventure,0.03
4404,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,Adventure,0.03
4405,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,Adventure,0.03
4406,Tsuyo Kiss: Mighty Heart,PS2,Adventure,0.03
4407,Steins;Gate 0,PS3,Adventure,0.03
4408,Parfait,PSV,Adventure,0.03
4409,Mashiro Iro Symphony: *mutsu-no-hana,PSP,Adventure,0.03
4410,Metal Gear Solid: The Essential Collection (JP sales),PS2,Adventure,0.03
4411,Harukanaru Toki no Naka de 6,PSV,Adventure,0.03
4412,Tail Concerto,PS,Adventure,0.03
4413,Emma at the Farm,DS,Adventure,0.03
4414,Night Head: The Labyrinth,PS,Adventure,0.03
4415,EverBlue 2,PS2,Adventure,0.03
4416,Safari Adventures: Africa,Wii,Adventure,0.03
4417,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,Adventure,0.03
3251,Ukiyo no Roushi,PSV,Action-Adventure,0.03
3250,Star Trek: The Game,PC,Action-Adventure,0.03
3249,Legends of Chima: Laval's Journey,DS,Action-Adventure,0.03
18781,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,Sports,0.03
18792,Winning Post World,PS2,Sports,0.03
18791,River King: Mystic Valley (jp sales),DS,Sports,0.03
18790,FIFA World Cup: Germany 2006,GBA,Sports,0.03
18789,Rugby League Live 3,X360,Sports,0.03
18788,Pro Evolution Soccer 2017,PC,Sports,0.03
18787,Kevin Van Dam: Big Bass Challenge,Wii,Sports,0.03
18786,3D Baseball,PS,Sports,0.03
18785,Super Dodgeball Brawlers (jp sales),DS,Sports,0.03
18784,Backyard NFL Football 2006,GBA,Sports,0.03
18783,Cabela's Outdoor Adventures,GC,Sports,0.03
18782,Rugby 15,PSV,Sports,0.03
18780,Women's Volleyball Championship,PS2,Sports,0.03
3248,Record of Grancrest War,PS4,Action-Adventure,0.03
18779,Rapala Tournament Fishing!,X360,Sports,0.03
18778,Cabela's Dangerous Hunts 2,GC,Sports,0.03
18777,ESPN NBA 2Night 2002,PS2,Sports,0.03
18776,Angler's Club: Ultimate Bass Fishing 3D,3DS,Sports,0.03
18775,RedCard 20-03,XB,Sports,0.03
18774,Major League Baseball 2K8,PSP,Sports,0.03
3243,Penguins of Madagascar,WiiU,Action-Adventure,0.03
3244,Earthfall,XOne,Action-Adventure,0.03
3245,Power Rangers Super Megaforce,3DS,Action-Adventure,0.03
3246,Override: Mech City Brawl,PS4,Action-Adventure,0.03
3247,Beast Quest,PS4,Action-Adventure,0.03
4534,Angelique: Maren no Rokukishi,PSP,Adventure,0.03
4536,Gakuen Alice: WakuWaku * Happy Friends,DS,Adventure,0.03
2432,Aegis of Earth: Protonovus Assault,PS3,Action,0.03
7787,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,Misc,0.03
7789,Flipper Critters,DS,Misc,0.03
7790,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,Misc,0.03
7791,Nishijin Pachinko Monogatari 2,SNES,Misc,0.03
7792,thinkSMART FAMILY!,Wii,Misc,0.03
7793,Who Wants to be a Millionaire: 1st Edition,Wii,Misc,0.03
7794,Stacked with Daniel Negreanu,XB,Misc,0.03
7795,Konami Classics Series: Arcade Hits,DS,Misc,0.03
7796,Sumikko Gurashi Atsumare Sumikko Town,NS,Misc,0.03
7797,Who Wants to be a Millionaire: 1st Edition,DS,Misc,0.03
7798,Mega Minis Volume 2,PSP,Misc,0.03
7799,HappinessCharge PreCure! Kawarun Collection,3DS,Misc,0.03
7800,Puzzle & Action: Tant-R,GEN,Misc,0.03
7801,East India Company Collection,PC,Misc,0.03
7802,Kokoro no Kokoron,DS,Misc,0.03
7803,Guitar Hero: World Tour,PC,Misc,0.03
7804,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,Misc,0.03
7805,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,Misc,0.03
7806,Pop'n Music 14 Fever!,PS2,Misc,0.03
7807,Daibakushou: Jinsei Gekijou,SNES,Misc,0.03
7808,Hudson x GReeeeN Live!? DeeeeS!?,DS,Misc,0.03
7809,DJ Max Portable 3,PSP,Misc,0.03
7810,THE iDOLM@STER: Stella Stage,PS4,Misc,0.03
7811,Nippon no Asoko de,PSP,Misc,0.03
7812,Romance of the Three Kingdoms 13 with Power-Up Kit,PS4,Misc,0.03
7813,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,Misc,0.03
7788,Vegas Casino,DS,Misc,0.03
7786,Silverlicious,DS,Misc,0.03
7815,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Misc,0.03
10196,Napoleon Dynamite: The Game,DS,Puzzle,0.03
2454,Charlie Blasts Territory,N64,Action,0.03
7761,Astrology DS,DS,Misc,0.03
7762,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Misc,0.03
7763,The Idolmaster: Gravure For You! Vol. 4,PS3,Misc,0.03
7764,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,Misc,0.03
7765,World Series of Poker: Tournament of Champions 2007 Edition,PS2,Misc,0.03
7766,Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou,PS3,Misc,0.03
7767,Gacharoku,PS2,Misc,0.03
7768,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Misc,0.03
7769,Death Mark,PS4,Misc,0.03
7770,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,Misc,0.03
7771,Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,PSV,Misc,0.03
7772,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,Misc,0.03
7773,Travel Coach: Europe 1,DS,Misc,0.03
7774,Clever Kids: Pirates,DS,Misc,0.03
7775,Electroplankton,DS,Misc,0.03
7776,Montessori Music,DS,Misc,0.03
7777,Best Friends Tonight,DS,Misc,0.03
7778,Gotouchi Kenkei DS,DS,Misc,0.03
7779,BikkuriMan Daijiten,DS,Misc,0.03
7780,Bikkuriman Daijiten,DS,Misc,0.03
7781,Stacked with Daniel Negreanu,PSP,Misc,0.03
7782,PopCap Arcade Vol 2,X360,Misc,0.03
7783,Beastly,Wii,Misc,0.03
7784,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,Misc,0.03
7814,Hissatsu Pachinko Collection 3,SNES,Misc,0.03
7816,Triple Pack: Xbox Live Arcade Compilation,X360,Misc,0.03
4537,Konohana 2: Todoke Kanai Requiem,PS2,Adventure,0.03
7845,My DoItAll,DS,Misc,0.03
7847,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,Misc,0.03
7848,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Misc,0.03
7849,QUIZ PARTY,Wii,Misc,0.03
7850,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,Misc,0.03
2453,Utawarerumono Zan,PS4,Action,0.03
2452,Harry Potter and the Half-Blood Prince,PC,Action,0.03
2451,Carmageddon: Max Damage,XOne,Action,0.03
2450,Troll and I,PS4,Action,0.03
2449,Zoboomafoo: Leapin' Lemurs!,PS,Action,0.03
2448,Nacho Libre,DS,Action,0.03
2447,Young Justice: Legacy,3DS,Action,0.03
2446,Keshisasu-Kun: Battle Kas-tival,DS,Action,0.03
2445,Puyo Puyo Chronicle,3DS,Action,0.03
2444,Super Dungeon Bros,PS4,Action,0.03
2443,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,Action,0.03
2442,Labyrinth of Refrain: Coven of Dusk,PS4,Action,0.03
2441,100% Pascal Sensei: Kanpeki Paint Bombers,3DS,Action,0.03
2440,Shugo Chara! Amunonijiro Chara Change,DS,Action,0.03
2439,Galleon: Islands of Mystery,XB,Action,0.03
2438,Kekkaishi: Kokubourou Shuurai,DS,Action,0.03
2437,Code Lyoko: Quest for Infinity,PSP,Action,0.03
2436,Dragon's Dogma Online: Season 2,PS4,Action,0.03
2435,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PS4,Action,0.03
2434,Berserk and the Band of the Hawk,PSV,Action,0.03
2433,Overlord II,PC,Action,0.03
7846,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Misc,0.03
7844,PriPara All Idol Perfect Stage!,NS,Misc,0.03
7817,Penny-Punching Princess,NS,Misc,0.03
7843,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,Misc,0.03
7818,Winning Post 8 2017,PS4,Misc,0.03
7819,Dream Pinball 3D,DS,Misc,0.03
7820,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,Misc,0.03
7821,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Misc,0.03
7822,Resident Evil 4,Mob,Misc,0.03
7823,Doom 3 BFG Edition,PC,Misc,0.03
7824,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Misc,0.03
7825,SingStar Fussballhits,PS3,Misc,0.03
7826,SingStar Chartbreaker,PS3,Misc,0.03
7827,SNK 40th Anniversary Collection,NS,Misc,0.03
7828,Check vs. Mate,PC,Misc,0.03
7829,Timeshock! Pro Pinball,PS,Misc,0.03
7830,Check vs. Mate,X360,Misc,0.03
7831,1000 Cooking Recipes from ELLE a table,DS,Misc,0.03
7832,Hanayaka Kana Ware ga Ichizoku Twin Pack,PSP,Misc,0.03
7833,ParaParaParadise,PS2,Misc,0.03
7834,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,Misc,0.03
7835,NatGeo Challenge! Wild Life,X360,Misc,0.03
7836,Totally Spies! Totally Party,PC,Misc,0.03
7837,Turbo: Super Stunt Squad,WiiU,Misc,0.03
7838,Niko Puchi Girls Runway,3DS,Misc,0.03
7839,Schlag den Raab,PC,Misc,0.03
7840,Franklin the Turtle,GBA,Misc,0.03
7841,Gauntlet / Rampart,GBA,Misc,0.03
7842,Bae Yong-joon to Manabu Kankokugo DS,DS,Misc,0.03
2455,Boot Camp Academy,Wii,Action,0.03
2456,Downstream Panic!,PSP,Action,0.03
2457,Pet Alien: An Intergalactic Puzzlepalooza,DS,Action,0.03
2503,God of War III Remastered,PS4,Action,0.03
2501,Ben 10 (2017),XOne,Action,0.03
2500,Geometry Wars 3: Dimensions Evolved,PS4,Action,0.03
2499,Evangelion Shin Gekijoban: 3nd Impact,PSP,Action,0.03
2498,Crows: Burning Edge,PS4,Action,0.03
2497,Gintama: Banji Oku Chuubu!,Wii,Action,0.03
2496,Max Payne,GBA,Action,0.03
2495,Dynasty Warriors 8: Empires,PSV,Action,0.03
2494,The Last Guy,PS3,Action,0.03
2493,Super Duper Sumos,GBA,Action,0.03
2492,Biohazard: Revival Selection,X360,Action,0.03
2491,Yonder: The Cloud Catcher Chronicles,NS,Action,0.03
2490,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,Action,0.03
2489,Samurai Warriors 2,PS3,Action,0.03
2488,Monster High: New Ghoul in School,X360,Action,0.03
2487,Young Justice: Legacy,Wii,Action,0.03
2486,Onechanbara Z: Kagura,X360,Action,0.03
2485,Kidou Senshi V Gundam,SNES,Action,0.03
2484,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,Action,0.03
2483,Kong: King of Atlantis,GBA,Action,0.03
2482,The Longest 5 Minutes,NS,Action,0.03
2481,Turn It Around,DS,Action,0.03
2480,Pacific Liberator,Wii,Action,0.03
2479,Bleach DS 4th: Flame Bringer,DS,Action,0.03
2478,Azure Striker Gunvolt: Striker Pack,3DS,Action,0.03
2477,007: Quantum of Solace,PC,Action,0.03
2502,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,Action,0.03
2504,Buffy the Vampire Slayer: Chaos Bleeds,GC,Action,0.03
2458,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Action,0.03
2505,River City Ransom SP,3DS,Action,0.03
2530,Evangelion: Jo,PS2,Action,0.03
2529,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Action,0.03
2528,Soul Eater: Battle Resonance,PSP,Action,0.03
2527,Bully: Scholarship Edition,PC,Action,0.03
2526,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,Action,0.03
2525,X-Men Origins: Wolverine - Uncaged Edition,PC,Action,0.03
2524,Past Cure,PS4,Action,0.03
2523,Star Wars The Clone Wars: Republic Heroes,PC,Action,0.03
2522,Angelique Retour,PSV,Action,0.03
2521,Moyashimon DS,DS,Action,0.03
2520,Disney Planes Fire & Rescue,WiiU,Action,0.03
2519,Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!,3DS,Action,0.03
2518,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,Action,0.03
2517,Cladun Returns: This Is Sengoku!,PS4,Action,0.03
2516,Norn + Nonette: Act Tune,PSV,Action,0.03
2515,Justice League Heroes: The Flash,GBA,Action,0.03
2514,Doraemon: Nobita no Takarajima,3DS,Action,0.03
2513,BattleZone,PSP,Action,0.03
2512,This War of Mine,PS4,Action,0.03
2511,Poy Poy,PS,Action,0.03
2510,Kabu Trader Shun,DS,Action,0.03
2509,Under the Skin,PS2,Action,0.03
2508,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,Action,0.03
2507,My Frogger: Toy Trials,DS,Action,0.03
2506,Jet Grind Radio,GBA,Action,0.03
2476,Kung Fu Panda: Legendary Warriors,DS,Action,0.03
2475,Warhammer: The End Times - Vermintide,XOne,Action,0.03
2474,Yomawari: Midnight Shadows,PSV,Action,0.03
2473,Diabolik Lovers: Vandead Carnival,PSV,Action,0.03
6143,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,Fighting,0.03
6144,Mortal Kombat,PC,Fighting,0.03
6145,Wrestle Angels: Survivor 2,PS2,Fighting,0.03
6146,The King of Fighters 02/03,XB,Fighting,0.03
6147,Tom and Jerry in War of the Whiskers,XB,Fighting,0.03
6148,Battle Arena Toshinden URA,SAT,Fighting,0.03
6149,Bleach: Soul Carnival 2,PSP,Fighting,0.03
2470,Samurai Warriors: Sanada Maru,PSV,Action,0.03
6151,Wrestle Kingdom,PS2,Fighting,0.03
6152,Nekketsu Kouha Kunio-Kun SP Kyousoukyoku,3DS,Fighting,0.03
6153,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,PS4,Fighting,0.03
6154,BlazBlue: Chrono Phantasma Extend,PSV,Fighting,0.03
6155,The King of Fighters: Maximum Impact - Maniax,XB,Fighting,0.03
6156,War Gods,PS,Fighting,0.03
2469,Gekido Advance: Kintaro's Revenge,GBA,Action,0.03
2468,Grid Runner,PS,Action,0.03
2467,The Croods: Prehistoric Party!,WiiU,Action,0.03
2466,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Action,0.03
2465,Nanashi no Game Me,DS,Action,0.03
2464,Shinsei Batteki Drive Girls,PSV,Action,0.03
2463,Planet of the Apes,GBA,Action,0.03
2462,The Lost Child,PS4,Action,0.03
2461,Curious George,XB,Action,0.03
2460,"Princess Natasha: Student, Secret Agent, Princess",DS,Action,0.03
2459,Star Wars: The Force Unleashed II,PC,Action,0.03
6142,Hajime no Ippo: The Fighting,GBA,Fighting,0.03
6141,Koihime Enbu,PS4,Fighting,0.03
6140,Samurai Spirits: Tenkaichi Kenkakuden,PS2,Fighting,0.03
6126,Custom Beat Battle: Draglade 2,DS,Fighting,0.03
2472,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,0.03
2471,Castlevania: Lords of Shadow - Reverie,PSN,Action,0.03
6117,Zatch Bell! Electric Arena,GBA,Fighting,0.03
6118,Swords,Wii,Fighting,0.03
6119,Mortal Kombat II (JP sales),GEN,Fighting,0.03
6120,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,Fighting,0.03
6121,Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,Fighting,0.03
6122,SoulCalibur II(JP sales),XB,Fighting,0.03
6123,.hack: Sekai no Mukou ni + Versus,PS3,Fighting,0.03
6124,Animal Boxing,DS,Fighting,0.03
6125,Legend of the Dragon,PSP,Fighting,0.03
6127,Pocket Fighter,SAT,Fighting,0.03
6139,Robo Pit,PS,Fighting,0.03
6128,Guilty Gear XX Accent Core Plus,Wii,Fighting,0.03
6129,Darkstalkers Resurrection,PS3,Fighting,0.03
6130,Suggoi! Arcana Heart 2,PS2,Fighting,0.03
6131,Far East of Eden Shinden,NG,Fighting,0.03
6132,Blade Arcus from Shining EX,PS4,Fighting,0.03
6133,Dennou Senki Virtual-On Force,X360,Fighting,0.03
6134,Kamen Rider: Climax Fighters,PS4,Fighting,0.03
6135,Senko no Ronde DUO,X360,Fighting,0.03
6136,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Fighting,0.03
6137,Kamen Rider: Climax Scramble Zi-O,NS,Fighting,0.03
6138,Blade Arcus from Shining EX,PS3,Fighting,0.03
10195,I Heart Geeks,DS,Puzzle,0.03
2428,RoadKill,GC,Action,0.03
13397,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,Role-Playing,0.03
13408,Kingdom Come: Deliverance,PC,Role-Playing,0.03
13400,Blaze Union: Story to Reach the Future,PSP,Role-Playing,0.03
13401,Medabots Classics: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing,0.03
13402,Spectral Souls: Resurrection of the Ethereal Empires,PSP,Role-Playing,0.03
13403,Death end re;Quest,PS4,Role-Playing,0.03
13404,Shining Resonance Refrain,XOne,Role-Playing,0.03
13405,Metal Saga: Hagane no Kisetsu,DS,Role-Playing,0.03
