,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,multiplayer,singleplayer,viewconut,likecount,commentcount,videotitle,published,description
15681,15681,15681,15681,15684,Stronghold Legends,PC,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15682,15682,15682,15682,15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15683,15683,15683,15683,15686,Machi: Unmei no Kousaten,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15684,15684,15684,15684,15687,Winning Post 8 2016,PS4,2016.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15685,15685,15685,15685,15688,Golden Nugget Casino DS,DS,2005.0,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,False,True,,,,,,
15686,15686,15686,15686,15689,Machi-ing Maker 4,PS3,2011.0,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15687,15687,15687,15687,15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994.0,Sports,Misawa,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15688,15688,15688,15688,15691,Pirates PlundArrr,Wii,2010.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15689,15689,15689,15689,15692,Robotics;Notes,PSV,2014.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,False,True,,,,,,
15690,15690,15690,15690,15693,Ketsui Death Label,DS,2008.0,Shooter,Arika,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15691,15691,15691,15691,15694,Prince of Stride,PSV,2015.0,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15692,15692,15692,15692,15695,Syberia II,PC,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15693,15693,15693,15693,15696,SD Gundam Force,GBA,2004.0,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15694,15694,15694,15694,15697,Mechanic Master 2,DS,2010.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15695,15695,15695,15695,15698,Dungeons - The Dark Lord,PC,2011.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15696,15696,15696,15696,15699,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15697,15697,15697,15697,15700,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15698,15698,15698,15698,15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15699,15699,15699,15699,15702,Lost: Via Domus,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15700,15700,15700,15700,15703,Monster High 13 Wishes,3DS,2013.0,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,,,,,,,,
15701,15701,15701,15701,15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010.0,Adventure,Russel,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15702,15702,15702,15702,15705,Planetarian: Chiisana Hoshi no Yume,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15703,15703,15703,15703,15706,Roommate Asami: Okusama wa Joshikousei,PS2,2002.0,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15704,15704,15704,15704,15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007.0,Misc,D3Publisher,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15705,15705,15705,15705,15708,Sarah: Keeper of the Unicorn,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15706,15706,15706,15706,15709,Pirates: Legend of the Black Buccaneer,PS2,2006.0,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02,,,,,,,,
15707,15707,15707,15707,15710,Back to the Future: The Game,XOne,2015.0,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,False,True,,,,,,
15708,15708,15708,15708,15711,Post Mortem,PC,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15709,15709,15709,15709,15712,Ultraman Star Chronicles,PSP,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15710,15710,15710,15710,15713,Ginga Tetsudou 999 DS,DS,2010.0,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15711,15711,15711,15711,15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15712,15712,15712,15712,15715,Amagoushi no Yakata,PS2,2007.0,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15713,15713,15713,15713,15716,Aedis Eclipse: Generation of Chaos,PSP,2006.0,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,True,True,,,,,,
15714,15714,15714,15714,15717,This War of Mine,PS4,2016.0,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15715,15715,15715,15715,15718,Franklin: A Birthday Surprise,PS2,2006.0,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02,,,,,,,,
15716,15716,15716,15716,15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15717,15717,15717,15717,15720,Without Warning,XB,,Shooter,Capcom,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15718,15718,15718,15718,15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010.0,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15719,15719,15719,15719,15722,Suzunone Seven: Rebirth Knot,PS2,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15720,15720,15720,15720,15723,Arslan: The Warriors of Legend,XOne,2016.0,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15721,15721,15721,15721,15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15722,15722,15722,15722,15725,Zoids Dash,DS,2006.0,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15723,15723,15723,15723,15726,Digimon Rumble Arena,PS,2001.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,True,True,,,,,,
15724,15724,15724,15724,15727,Vitamin X Evolution Plus,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15725,15725,15725,15725,15728,Disciples III: Renaissance,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15726,15726,15726,15726,15729,Revolution: 25th Anniversary Collection,PC,2016.0,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,,,,,,,,
15727,15727,15727,15727,15730,MX vs. ATV Supercross Encore,XOne,2015.0,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.02,True,True,,,,,,
15728,15728,15728,15728,15731,Final Fight: Streetwise,XB,2006.0,Action,Capcom,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15729,15729,15729,15729,15732,Goblin Commander: Unleash the Horde,GC,2003.0,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15730,15730,15730,15730,15733,Super Speed Machines,DS,2009.0,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15731,15731,15731,15731,15734,Nano Diver,PSP,2011.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15732,15732,15732,15732,15735,Elkrone no Atelier: Dear for Otomate,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15733,15733,15733,15733,15736,DJ Star,DS,2009.0,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15734,15734,15734,15734,15737,Top Gear RPM Tuning,XB,2005.0,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15735,15735,15735,15735,15738,Cookie & Cream,DS,2007.0,Platform,505 Games,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15736,15736,15736,15736,15739,Memories Off: Yubikiri no Kioku,X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,False,True,,,,,,
15737,15737,15737,15737,15740,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008.0,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15738,15738,15738,15738,15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006.0,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15739,15739,15739,15739,15742,Football Manager 2007,X360,,Sports,Sega,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15740,15740,15740,15740,15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15741,15741,15741,15741,15744,Elven Legacy Collection,PC,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15742,15742,15742,15742,15745,My Ballet Studio,DS,2009.0,Simulation,505 Games,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15743,15743,15743,15743,15746,Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15744,15744,15744,15744,15747,Cross + Channel,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15745,15745,15745,15745,15748,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15746,15746,15746,15746,15749,Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,PQube,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15747,15747,15747,15747,15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15748,15748,15748,15748,15751,Just Cause,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15749,15749,15749,15749,15752,Abunai: Koi no Sousa Shitsu,PSV,2015.0,Action,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15750,15750,15750,15750,15753,Blazing Angels: Squadrons of WWII,PC,2006.0,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15751,15751,15751,15751,15754,Let's Yoga!,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15752,15752,15752,15752,15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15753,15753,15753,15753,15756,Memories Off: Yubikiri no Kikou,PSP,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15754,15754,15754,15754,15757,L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15755,15755,15755,15755,15758,Battle Engine Aquila,XB,2003.0,Shooter,Atari,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15756,15756,15756,15756,15759,Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,,,,,,,,
15757,15757,15757,15757,15760,Hurry Up Hedgehog!,DS,2009.0,Racing,O-Games,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15758,15758,15758,15758,15761,Hands On! Tangrams,DS,2009.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15759,15759,15759,15759,15762,Puzzle Chronicles,DS,2010.0,Puzzle,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15760,15760,15760,15760,15763,Discworld II: Mortality Bytes!,PS,1996.0,Adventure,Psygnosis,0.01,0.01,0.0,0.0,0.02,False,True,,,,,,
15761,15761,15761,15761,15764,One Piece Mansion,PS,2001.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,False,True,,,,,,
15762,15762,15762,15762,15765,Uchi no 3 Shimai DS,DS,2008.0,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15763,15763,15763,15763,15766,Divinity: Original Sin,PC,2014.0,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,True,True,,,,,,
15764,15764,15764,15764,15767,Soul Eater: Monotone Princess,Wii,2008.0,Action,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15765,15765,15765,15765,15768,Strike Witches: Shirogane no Tsubasa,X360,2010.0,Strategy,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15766,15766,15766,15766,15769,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006.0,Action,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15767,15767,15767,15767,15770,Still Life 2,PC,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15768,15768,15768,15768,15771,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15769,15769,15769,15769,15772,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15770,15770,15770,15770,15773,Moujuutsukai to Oujisama,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15771,15771,15771,15771,15774,Root Infinity Rexx,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15772,15772,15772,15772,15775,Cube,PSP,2007.0,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15773,15773,15773,15773,15776,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007.0,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15774,15774,15774,15774,15777,Army Men: Major Malfunction,XB,2006.0,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,False,True,,,,,,
15775,15775,15775,15775,15778,Dunamis 15,X360,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,False,True,,,,,,
15776,15776,15776,15776,15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007.0,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15777,15777,15777,15777,15780,Worms World Party,PC,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15778,15778,15778,15778,15781,Yoake Yori Ruriiro na Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15779,15779,15779,15779,15782,Big Bass Fishing,PS,2002.0,Action,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15780,15780,15780,15780,15783,Reine des Fleurs,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15781,15781,15781,15781,15784,Gears of War,PC,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15782,15782,15782,15782,15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007.0,Simulation,Taito,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15783,15783,15783,15783,15786,Namco Museum 50th Anniversary (JP sales),PS2,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15784,15784,15784,15784,15787,Gummy Bears Magical Medallion,Wii,2011.0,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15785,15785,15785,15785,15788,Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15786,15786,15786,15786,15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009.0,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15787,15787,15787,15787,15790,LEGO Star Wars: The Video Game,PC,2005.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15788,15788,15788,15788,15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016.0,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15789,15789,15789,15789,15792,Dark Void,PC,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15790,15790,15790,15790,15793,Chou!! Super Nep League DS,DS,2008.0,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15791,15791,15791,15791,15794,Irritating Stick,PS,1998.0,Action,Saurus,0.01,0.01,0.0,0.0,0.02,True,True,,,,,,
15792,15792,15792,15792,15795,WTA Tour Tennis,GBA,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15793,15793,15793,15793,15796,Kaleidoeve,PSV,2015.0,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15794,15794,15794,15794,15797,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15795,15795,15795,15795,15798,Star Trek: Legacy,PC,2006.0,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15796,15796,15796,15796,15799,NHL 16,X360,2015.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,True,True,,,,,,
15797,15797,15797,15797,15800,Wall-E,PC,2008.0,Platform,THQ,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15798,15798,15798,15798,15801,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15799,15799,15799,15799,15802,Davis Cup Tennis,GBA,2002.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15800,15800,15800,15800,15803,Pro Rally,GC,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15801,15801,15801,15801,15804,XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.0,0.02,True,True,,,,,,
15802,15802,15802,15802,15805,Football Academy,DS,2009.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15803,15803,15803,15803,15806,Kimi ni Todoke: Sodateru Omoi,DS,2009.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15804,15804,15804,15804,15807,Call of Duty: Modern Warfare Trilogy,X360,2016.0,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,,,,,,,,
15805,15805,15805,15805,15808,Let's Pilates!,DS,2007.0,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15806,15806,15806,15806,15809,Memories Off #5: Encore,PS2,2007.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15807,15807,15807,15807,15810,Brave Story: Boku no Kioku to Negai,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15808,15808,15808,15808,15811,Zombie Hunters 2,PS2,2006.0,Action,Essential Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15809,15809,15809,15809,15812,WRC 5: FIA World Rally Championship,X360,2015.0,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,,,
15810,15810,15810,15810,15813,Custom Drive,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15811,15811,15811,15811,15814,Ferrari: The Race Experience,Wii,,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15812,15812,15812,15812,15815,Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009.0,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02,,,,,,,,
15813,15813,15813,15813,15816,Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15814,15814,15814,15814,15817,Konductra,DS,2006.0,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02,False,True,,,,,,
15815,15815,15815,15815,15818,Samurai Jack: The Shadow of Aku,GC,2004.0,Action,Sega,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15816,15816,15816,15816,15819,Winning Post 7 2013,PSV,2013.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15817,15817,15817,15817,15820,Platypus,PSP,2006.0,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15818,15818,15818,15818,15821,Command & Conquer 4: Tiberian Twilight,PC,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15819,15819,15819,15819,15822,The Incredibles: Rise of the Underminer,PC,2005.0,Action,THQ,0.01,0.0,0.0,0.0,0.02,True,True,,,,,,
15820,15820,15820,15820,15823,Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15821,15821,15821,15821,15824,Farm Frenzy,PC,2008.0,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15822,15822,15822,15822,15825,Ore wa Shoujo Mangaka,PSP,2012.0,Action,Giza10,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15823,15823,15823,15823,15826,Busou Renkin: Youkoso Papillon Park e,PS2,2007.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15824,15824,15824,15824,15827,A Vampyre Story,PC,2008.0,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,False,True,,,,,,
15825,15825,15825,15825,15828,Puyo Puyo Tetris,WiiU,2014.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,True,True,,,,,,
15826,15826,15826,15826,15829,Exhibition Volume 6,XB,2004.0,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15827,15827,15827,15827,15830,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15828,15828,15828,15828,15831,The Haunted: Hell's Reach,PC,2011.0,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15829,15829,15829,15829,15832,Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,False,True,,,,,,
15830,15830,15830,15830,15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011.0,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15831,15831,15831,15831,15834,LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.02,False,True,,,,,,
15832,15832,15832,15832,15835,I Love Horses: Rider's Paradise,Wii,2010.0,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15833,15833,15833,15833,15836,Kao the Kangaroo Round 2,GC,2005.0,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02,False,True,,,,,,
15834,15834,15834,15834,15837,Majesty 2 Collection,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15835,15835,15835,15835,15838,Sniper Elite,PC,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15836,15836,15836,15836,15839,The Dark Hills of Cherai,PC,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02,,,,,,,,
15837,15837,15837,15837,15840,FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,True,True,,,,,,
15838,15838,15838,15838,15841,Zoey 101: Field Trip Fiasco,DS,2007.0,Action,THQ,0.02,0.0,0.0,0.0,0.02,,,,,,,,
15839,15839,15839,15839,15842,Dream C Club: GoGo,PS3,2014.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15840,15840,15840,15840,15843,Battle Spirits: Hero's Soul,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15841,15841,15841,15841,15844,Usavichi: Game no Jikan,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15842,15842,15842,15842,15845,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010.0,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15843,15843,15843,15843,15846,Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15844,15844,15844,15844,15847,White Album 2: Shiawase no Mukougawa,PSV,2013.0,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15845,15845,15845,15845,15848,W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15846,15846,15846,15846,15849,Psychedelica of the Black Butterfly,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,False,True,,,,,,
15847,15847,15847,15847,15850,Final Fantasy XI: All-In-One Pack 2006,X360,2006.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15848,15848,15848,15848,15851,Joint Operations: Combined Arms,PC,2009.0,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02,True,False,,,,,,
15849,15849,15849,15849,15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010.0,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15850,15850,15850,15850,15853,Winning Post 7: Maximum 2007,PS3,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,,,
15851,15851,15851,15851,15854,Monster Trux Offroad,Wii,2007.0,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,,,,,,,,
15852,15852,15852,15852,15855,Assault Suit Leynos,PS4,2016.0,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,False,True,,,,,,
15853,15853,15853,15853,15856,Dragon Booster,DS,2005.0,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,,,
