Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;multiplayer;singleplayer;viewconut;likecount;commentcount;videotitle;published
11166;Bionicle;GBA;2003.0;Action;THQ;0.06;0.02;0.0;0.0;0.09;;;;;;;
11167;Bomberman Land Touch!;DS;2006.0;Puzzle;Rising Star Games;0.04;0.0;0.04;0.0;0.09;TRUE;TRUE;;;;;
11168;Battle Fantasia;X360;2008.0;Fighting;505 Games;0.07;0.0;0.01;0.01;0.09;TRUE;TRUE;;;;;
11169;Lego Star Wars: The Force Awakens;WiiU;2016.0;Action;Warner Bros. Interactive Entertainment;0.04;0.04;0.0;0.01;0.09;TRUE;TRUE;;;;;
11170;Bleach GC: Tasogare Ni Mamieru Shinigami;GC;2005.0;Fighting;Sega;0.0;0.0;0.08;0.0;0.09;;;;;;;
11171;ShellShock 2: Blood Trails;X360;2009.0;Shooter;Eidos Interactive;0.05;0.03;0.0;0.01;0.09;;;;;;;
11172;F.E.A.R. Files;X360;2007.0;Shooter;Vivendi Games;0.07;0.01;0.0;0.01;0.09;;;;;;;
11173;SpongeBob: HeroPants;X360;2015.0;Platform;Activision;0.08;0.0;0.0;0.01;0.09;;;;;;;
11174;Team Elimination Games;Wii;2009.0;Misc;Ubisoft;0.08;0.0;0.0;0.01;0.09;;;;;;;
11175;Spectral Force 3;X360;2006.0;Role-Playing;Idea Factory;0.08;0.0;0.0;0.01;0.09;FALSE;TRUE;;;;;
11176;Chou Jigen Game Neptune Mk-II;PS3;2011.0;Role-Playing;Compile Heart;0.0;0.0;0.09;0.0;0.09;;;;;;;
11177;Bella Sara;DS;2008.0;Misc;Codemasters;0.04;0.03;0.0;0.01;0.09;;;;;;;
11178;Jikkyou Powerful Pro Yakyuu 2000 Ketteiban;PS;2000.0;Sports;Konami Digital Entertainment;0.0;0.0;0.08;0.01;0.09;;;;;;;
11179;Karaoke Revolution;XB;2004.0;Misc;Konami Digital Entertainment;0.06;0.02;0.0;0.0;0.09;;;;;;;
11180;Escape Dead Island;X360;2014.0;Action;Deep Silver;0.03;0.05;0.0;0.01;0.09;FALSE;TRUE;;;;;
11181;Red Faction: Armageddon;PC;2011.0;Shooter;THQ;0.05;0.02;0.0;0.01;0.09;TRUE;TRUE;;;;;
11182;Fire Pro Wrestling Returns;PS2;2005.0;Sports;505 Games;0.04;0.03;0.0;0.01;0.09;TRUE;TRUE;;;;;
11183;Brain Voyage;DS;2008.0;Puzzle;Eidos Interactive;0.06;0.02;0.0;0.01;0.09;FALSE;TRUE;;;;;
11184;Jimmy Neutron: Boy Genius;GC;2002.0;Platform;THQ;0.07;0.02;0.0;0.0;0.09;;;;;;;
11185;Adventure Time: Finn & Jake Investigations;PS4;2015.0;Action;Little Orbit;0.03;0.04;0.0;0.01;0.09;;;;;;;
11186;Derby Stallion;SAT;1999.0;Sports;ASCII Entertainment;0.0;0.0;0.09;0.0;0.09;;;;;;;
11187;Puss in Boots;PS3;2011.0;Action;THQ;0.07;0.01;0.0;0.01;0.09;;;;;;;
11188;PAC-MAN and the Ghostly Adventures;PS3;2013.0;Platform;Namco Bandai Games;0.03;0.04;0.0;0.01;0.09;;;;;;;
11189;Rollcage Stage II;PS;2000.0;Racing;Sony Computer Entertainment;0.05;0.03;0.0;0.01;0.09;TRUE;TRUE;;;;;
11190;Samurai Warriors 2: Xtreme Legends;PS2;2007.0;Action;Tecmo Koei;0.04;0.03;0.0;0.01;0.09;TRUE;TRUE;;;;;
11191;Karaoke Joysound Wii DX;Wii;2009.0;Misc;Hudson Soft;0.0;0.0;0.09;0.0;0.09;;;;;;;
11192;Sloane to MacHale no Nazo no Monogatari 2;DS;2009.0;Puzzle;Level 5;0.0;0.0;0.09;0.0;0.09;;;;;;;
11193;Tabi no Yubisashi Kaiwachou DS: DS Series 4 America;DS;2006.0;Misc;Nintendo;0.0;0.0;0.09;0.0;0.09;;;;;;;
11194;Invasion From Beyond;PS;1998.0;Shooter;GT Interactive;0.05;0.03;0.0;0.01;0.09;;;;;;;
11195;50 Cent: Bulletproof;PSP;2006.0;Action;Vivendi Games;0.08;0.0;0.0;0.01;0.09;TRUE;TRUE;;;;;
11196;Forgotten Realms: Demon Stone;XB;2004.0;Action;Atari;0.06;0.02;0.0;0.0;0.09;FALSE;TRUE;;;;;
11197;Counter-Strike: Source;PC;2004.0;Shooter;Vivendi Games;0.0;0.07;0.0;0.02;0.09;TRUE;FALSE;;;;;
11198;My Make-Up;DS;2008.0;Misc;Oxygen Interactive;0.08;0.0;0.0;0.01;0.09;;;;;;;
11199;Major League Baseball 2K7;PSP;2007.0;Sports;Take-Two Interactive;0.08;0.0;0.0;0.01;0.09;TRUE;TRUE;;;;;
11200;The Penguins of Madagascar: Dr. Blowhole Returns - Again!;Wii;2011.0;Action;THQ;0.05;0.03;0.0;0.01;0.09;;;;;;;
11201;LEGO Star Wars II: The Original Trilogy;GBA;2006.0;Action;LucasArts;0.06;0.02;0.0;0.0;0.09;TRUE;TRUE;;;;;
11202;Tim Burton's The Nightmare Before Christmas: Oogie's Revenge;XB;2005.0;Adventure;Disney Interactive Studios;0.06;0.02;0.0;0.0;0.09;FALSE;TRUE;;;;;
11203;Knights in the Nightmare;PSP;2010.0;Role-Playing;Atlus;0.06;0.0;0.02;0.01;0.09;FALSE;TRUE;;;;;
11204;Mahjong Master;N64;1996.0;Misc;Konami Digital Entertainment;0.0;0.0;0.09;0.0;0.09;;;;;;;
11205;Adventure Time: The Secret of the Nameless Kingdom;X360;2014.0;Action;Little Orbit;0.0;0.08;0.0;0.01;0.09;FALSE;TRUE;;;;;
11206;Royal Palace of White Sword and The City of Gentiles;XB;2005.0;Role-Playing;Take-Two Interactive;0.06;0.02;0.0;0.0;0.09;;;;;;;
11207;Midnight Play! Pack;DS;2008.0;Misc;Ubisoft;0.08;0.0;0.0;0.01;0.09;;;;;;;
11208;Top Gear Rally;GBA;2003.0;Racing;Kemco;0.06;0.02;0.0;0.0;0.09;TRUE;TRUE;;;;;
11209;Busy Scissors;Wii;2010.0;Simulation;Little Orbit;0.08;0.0;0.0;0.0;0.09;;;;;;;
11210;Knights Contract;PS3;2011.0;Action;Namco Bandai Games;0.04;0.03;0.0;0.01;0.09;FALSE;TRUE;;;;;
11211;Gray Matter;PC;2011.0;Adventure;DTP Entertainment;0.02;0.05;0.0;0.01;0.09;;;;;;;
11212;L: the proLogue to DEATH NOTE - Rasen no Wana;DS;2008.0;Adventure;Konami Digital Entertainment;0.0;0.0;0.09;0.0;0.09;;;;;;;
11213;Famicom Mini: Makaimura;GBA;2004.0;Platform;Capcom;0.0;0.0;0.08;0.0;0.09;;;;;;;
11214;Might & Magic Heroes VII;PC;2015.0;Strategy;Ubisoft;0.0;0.08;0.0;0.0;0.09;TRUE;TRUE;;;;;
11215;XIII;GC;2003.0;Shooter;Ubisoft;0.07;0.02;0.0;0.0;0.09;;;;;;;
11216;Pro Evolution Soccer 2013;PC;2012.0;Sports;Konami Digital Entertainment;0.0;0.07;0.0;0.01;0.09;TRUE;TRUE;;;;;
11217;Dynasty Warriors 8: Empires;PS3;2014.0;Action;Tecmo Koei;0.0;0.0;0.09;0.0;0.09;TRUE;TRUE;;;;;
11218;The Incredibles: Rise of the Underminer;XB;2005.0;Action;THQ;0.06;0.02;0.0;0.0;0.09;TRUE;TRUE;;;;;
11219;Theme Hospital;PS;1998.0;Strategy;Electronic Arts;0.03;0.02;0.03;0.01;0.09;TRUE;TRUE;;;;;
11220;Princess Isabella: A Witch's Curse;DS;2010.0;Adventure;GSP;0.05;0.03;0.0;0.01;0.09;;;;;;;
11221;Blacksite: Area 51;PS3;2007.0;Shooter;Midway Games;0.07;0.01;0.0;0.01;0.09;TRUE;TRUE;;;;;
11222;Wizardry: Tale of the Forsaken Land;PS2;2001.0;Role-Playing;Ubisoft;0.04;0.03;0.0;0.01;0.09;FALSE;TRUE;;;;;
11223;Cloudy With a Chance of Meatballs;X360;2009.0;Platform;Ubisoft;0.07;0.01;0.0;0.01;0.09;;;;;;;
11224;Charlotte's Web;DS;2006.0;Action;Sega;0.08;0.0;0.0;0.01;0.09;;;;;;;
11225;ChuChu Rocket!;GBA;2001.0;Strategy;Atari;0.06;0.02;0.0;0.0;0.09;TRUE;TRUE;;;;;
11226;FIFA 12;PS2;2011.0;Sports;Electronic Arts;0.0;0.02;0.0;0.06;0.09;TRUE;TRUE;;;;;
11227;Monster Jam: Urban Assault;PSP;2008.0;Racing;Activision;0.08;0.0;0.0;0.01;0.09;TRUE;TRUE;;;;;
11228;Ys I & II Chronicles;PSP;2009.0;Role-Playing;Falcom Corporation;0.05;0.0;0.03;0.01;0.09;FALSE;TRUE;;;;;
11229;Codename Tenka;PS;1997.0;Shooter;Psygnosis;0.05;0.03;0.0;0.01;0.09;;;;;;;
11230;Edna & Harvey: Harvey's New Eyes;PC;2011.0;Adventure;Rondomedia;0.0;0.07;0.0;0.01;0.09;FALSE;TRUE;;;;;
11231;Savage Skies;PS2;2002.0;Shooter;Big Ben Interactive;0.04;0.03;0.0;0.01;0.09;;;;;;;
11232;Cartoon Network: Punch Time Explosion XL;Wii;2011.0;Fighting;Crave Entertainment;0.07;0.01;0.0;0.01;0.09;TRUE;TRUE;;;;;
11233;1 vs. 100;DS;2008.0;Misc;DSI Games;0.08;0.0;0.0;0.01;0.09;;;;;;;
11234;Sega Bass Fishing;DC;1999.0;Sports;Sega;0.0;0.0;0.09;0.0;0.09;FALSE;TRUE;;;;;
11235;Indianapolis 500 Legends;DS;2007.0;Racing;Destineer;0.08;0.0;0.0;0.01;0.09;TRUE;TRUE;;;;;
11236;Walt Disney's The Jungle Book: Rhythm N'Groove;PS;2000.0;Misc;Sony Computer Entertainment;0.05;0.03;0.0;0.01;0.09;;;;;;;
11237;Petz: Saddle Club;PSP;2009.0;Simulation;Ubisoft;0.08;0.0;0.0;0.01;0.09;;;;;;;
11238;Just Dance Wii U;WiiU;2014.0;Misc;Nintendo;0.0;0.0;0.09;0.0;0.09;;;;;;;
11239;Cyberia;PS;1995.0;Action;Interplay;0.05;0.03;0.0;0.01;0.09;;;;;;;
11240;Killer7;PS2;2005.0;Action;Capcom;0.04;0.03;0.0;0.01;0.09;FALSE;TRUE;;;;;
11241;Million God;PS2;2002.0;Misc;Nippon Amuse;0.0;0.0;0.09;0.0;0.09;;;;;;;
11242;The Penguins of Madagascar: Dr. Blowhole Returns - Again!;PS3;2011.0;Action;THQ;0.04;0.03;0.0;0.01;0.09;;;;;;;
11243;Rugby 15;XOne;2015.0;Sports;Bigben Interactive;0.03;0.05;0.0;0.01;0.09;TRUE;TRUE;;;;;
11244;Ys VIII: Lacrimosa of Dana;PSV;2016.0;Role-Playing;Nihon Falcom Corporation;0.0;0.0;0.09;0.0;0.09;FALSE;TRUE;;;;;
11245;Build 'n Race;Wii;2009.0;Racing;Zoo Games;0.08;0.0;0.0;0.01;0.09;TRUE;TRUE;;;;;
11246;Lost Heroes;3DS;2012.0;Role-Playing;Namco Bandai Games;0.0;0.0;0.09;0.0;0.09;;;;;;;
11247;Astro Boy;PS2;2004.0;Action;Sega;0.04;0.03;0.0;0.01;0.09;;;;;;;
11248;Wing Commander IV: The Price of Freedom;PS;1997.0;Simulation;Origin Systems;0.05;0.03;0.0;0.01;0.09;FALSE;TRUE;;;;;
11249;Monster House;GBA;2006.0;Adventure;THQ;0.06;0.02;0.0;0.0;0.09;;;;;;;
11250;MetropolisMania;PS2;2001.0;Strategy;Natsume;0.04;0.03;0.0;0.01;0.09;FALSE;TRUE;;;;;
11251;Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army;PS2;2006.0;Role-Playing;Tecmo Koei;0.0;0.0;0.09;0.0;0.09;FALSE;TRUE;;;;;
11252;Shadow of Destiny;PSP;2009.0;Adventure;Konami Digital Entertainment;0.07;0.0;0.0;0.01;0.09;FALSE;TRUE;;;;;
11253;Guilty Gear XX Accent Core Plus;PSP;2008.0;Fighting;PQube;0.03;0.01;0.04;0.01;0.08;TRUE;TRUE;;;;;
11254;Kuroko's Basketball: Ties to Future;3DS;2015.0;Action;Namco Bandai Games;0.0;0.0;0.08;0.0;0.08;;;;;;;
11255;NCAA Football 08;XB;2007.0;Sports;Electronic Arts;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11256;Princess Maker 2;SAT;1995.0;Simulation;Micro Cabin;0.0;0.0;0.08;0.0;0.08;FALSE;TRUE;;;;;
11257;Ephemeral Fantasia;PS2;2000.0;Role-Playing;Konami Digital Entertainment;0.04;0.03;0.0;0.01;0.08;FALSE;TRUE;;;;;
11258;SRS: Street Racing Syndicate;GC;2004.0;Racing;Namco Bandai Games;0.07;0.02;0.0;0.0;0.08;;;;;;;
11259;Winter Sports 2: The Next Challenge;PS2;2008.0;Sports;Conspiracy Entertainment;0.04;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11260;Chameleon;PSP;2006.0;Puzzle;505 Games;0.07;0.0;0.0;0.01;0.08;;;;;;;
11261;Aibou DS;DS;2009.0;Adventure;Tecmo Koei;0.0;0.0;0.08;0.0;0.08;;;;;;;
11262;Ultimate Card Games DS;DS;2008.0;Strategy;Telegames;0.08;0.0;0.0;0.01;0.08;;;;;;;
11263;Tokimeki Memorial: Taisen Pazurudama;SAT;1996.0;Puzzle;Konami Digital Entertainment;0.0;0.0;0.08;0.0;0.08;FALSE;TRUE;;;;;
11264;Diva Girls: Divas on Ice;Wii;2009.0;Sports;505 Games;0.07;0.01;0.0;0.01;0.08;;;;;;;
11265;Beat Sketch!;PS3;2010.0;Misc;Sony Computer Entertainment;0.0;0.0;0.08;0.0;0.08;;;;;;;
11266;Natural Doctrine;PSV;2014.0;Role-Playing;Nippon Ichi Software;0.03;0.02;0.03;0.01;0.08;;;;;;;
11267;Lara Croft and the Temple of Osiris;PS4;2014.0;Action;Square Enix;0.0;0.07;0.0;0.01;0.08;TRUE;TRUE;;;;;
11268;Bleach: Heat the Soul 5;PSP;2008.0;Fighting;Sony Computer Entertainment;0.0;0.0;0.08;0.0;0.08;;;;;;;
11269;Koudelka;PS;1999.0;Role-Playing;Atari;0.05;0.03;0.0;0.01;0.08;FALSE;TRUE;;;;;
11270;Disgaea Infinite;PSP;2010.0;Adventure;Nippon Ichi Software;0.07;0.0;0.01;0.01;0.08;FALSE;TRUE;;;;;
11271;Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant;SAT;1995.0;Misc;Sega;0.0;0.0;0.08;0.0;0.08;;;;;;;
11272;IHRA Drag Racing: Sportsman Edition;PS2;2006.0;Racing;Bethesda Softworks;0.04;0.03;0.0;0.01;0.08;;;;;;;
11273;Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen;GBA;2004.0;Adventure;Nintendo;0.0;0.0;0.08;0.0;0.08;;;;;;;
11274;Don King Boxing;DS;2009.0;Sports;Take-Two Interactive;0.06;0.01;0.0;0.01;0.08;;;;;;;
11275;Escape Dead Island;PS3;2014.0;Action;Deep Silver;0.03;0.04;0.0;0.01;0.08;FALSE;TRUE;;;;;
11276;Animal Planet: Emergency Vets;DS;2009.0;Simulation;Activision;0.08;0.0;0.0;0.01;0.08;;;;;;;
11277;Martian Panic;Wii;2010.0;Adventure;Unknown;0.08;0.0;0.0;0.0;0.08;;;;;;;
11278;America's Army: True Soldiers;X360;2007.0;Shooter;Ubisoft;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11279;Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III;PS2;2007.0;Misc;Hackberry;0.0;0.0;0.08;0.0;0.08;;;;;;;
11280;Sesame Street: Ready, Set, Grover!;DS;2011.0;Misc;Warner Bros. Interactive Entertainment;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11281;Marvel Nemesis: Rise of the Imperfects;DS;2005.0;Fighting;Electronic Arts;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11282;Wreckin Crew;PS;1998.0;Racing;Telstar;0.05;0.03;0.0;0.01;0.08;;;;;;;
11283;Theme Park;SAT;1994.0;Simulation;Electronic Arts;0.0;0.0;0.08;0.0;0.08;;;;;;;
11284;Famicom Mini: Mario Bros.;GBA;2004.0;Platform;Nintendo;0.0;0.0;0.08;0.0;0.08;;;;;;;
11285;MX vs. ATV Supercross;X360;2014.0;Racing;Nordic Games;0.03;0.05;0.0;0.01;0.08;TRUE;TRUE;;;;;
11286;Major League Baseball 2K9;PSP;2009.0;Sports;Spike;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11287;RockMan EXE 4.5 Real Operation;GBA;2004.0;Role-Playing;Capcom;0.0;0.0;0.08;0.0;0.08;;;;;;;
11288;Rescue Heroes: Billy Blazes;GBA;2003.0;Action;Vivendi Games;0.06;0.02;0.0;0.0;0.08;;;;;;;
11289;SafeCracker: The Ultimate Puzzle Adventure;Wii;2008.0;Puzzle;The Adventure Company;0.07;0.01;0.0;0.01;0.08;;;;;;;
11290;Battlefield 2;PC;2005.0;Shooter;Electronic Arts;0.0;0.07;0.0;0.02;0.08;TRUE;TRUE;;;;;
11291;Frantix;PSP;2005.0;Puzzle;Ubisoft;0.08;0.0;0.0;0.01;0.08;FALSE;TRUE;;;;;
11292;Sega GT Online;XB;2003.0;Racing;Sega;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11293;Derby Tsuku: Derby Uma o Tsukurou!;DC;2000.0;Sports;Sega;0.0;0.0;0.08;0.0;0.08;;;;;;;
11294;Captain Tsubasa: New Kick Off;DS;2010.0;Sports;Konami Digital Entertainment;0.0;0.02;0.06;0.0;0.08;;;;;;;
11295;The Spiderwick Chronicles;DS;2008.0;Action;Vivendi Games;0.08;0.0;0.0;0.01;0.08;;;;;;;
11296;ZhuZhu Babies;DS;2011.0;Simulation;Activision;0.07;0.01;0.0;0.01;0.08;;;;;;;
11297;SeaWorld Adventure Parks: Shamu's Deep Sea Adventure;GBA;2005.0;Adventure;Activision;0.06;0.02;0.0;0.0;0.08;;;;;;;
11298;Prisoner of War;XB;2002.0;Adventure;Atari;0.06;0.02;0.0;0.0;0.08;;;;;;;
11299;Arslan: The Warriors of Legend;PS4;2015.0;Action;Tecmo Koei;0.02;0.01;0.04;0.01;0.08;;;;;;;
11300;S.C.A.R.S;PS;1998.0;Racing;Ubisoft;0.05;0.03;0.0;0.01;0.08;;;;;;;
11301;The Secret Saturdays: Beasts of the 5th Sun;DS;2009.0;Action;D3Publisher;0.08;0.0;0.0;0.01;0.08;FALSE;TRUE;;;;;
11302;Risen 3: Titan Lords;X360;2014.0;Role-Playing;Deep Silver;0.02;0.06;0.0;0.01;0.08;FALSE;TRUE;;;;;
11303;The King of Fighters '98: Dream Match Never Ends;PS;1999.0;Fighting;SNK Playmore;0.05;0.03;0.0;0.01;0.08;;;;;;;
11304;Air Conflicts: Secret Wars;X360;2011.0;Simulation;bitComposer Games;0.06;0.02;0.0;0.01;0.08;FALSE;TRUE;;;;;
11305;Elebits: The Adventures of Kai and Zero;DS;2008.0;Adventure;Konami Digital Entertainment;0.07;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11306;PAC-MAN and the Ghostly Adventures;X360;2013.0;Platform;Namco Bandai Games;0.04;0.03;0.0;0.01;0.08;;;;;;;
11307;Dead or Alive 5;XOne;2015.0;Fighting;Tecmo Koei;0.04;0.03;0.01;0.01;0.08;TRUE;TRUE;;;;;
11308;ESPN NFL Primetime 2002;PS2;2001.0;Sports;Konami Digital Entertainment;0.04;0.03;0.0;0.01;0.08;;;;;;;
11309;Wildlife Park 3;PC;2011.0;Simulation;bitComposer Games;0.0;0.07;0.0;0.02;0.08;FALSE;TRUE;;;;;
11310;101-in-1 Sports Megamix;DS;2010.0;Sports;Nordcurrent;0.08;0.0;0.0;0.01;0.08;;;;;;;
11311;From Russia With Love;PSP;2006.0;Action;Electronic Arts;0.07;0.01;0.0;0.01;0.08;;;;;;;
11312;Sniper: Ghost Warrior 2;PC;2013.0;Shooter;City Interactive;0.02;0.05;0.0;0.01;0.08;TRUE;TRUE;;;;;
11313;Warriors Orochi 3 Hyper;WiiU;2012.0;Action;Tecmo Koei;0.04;0.02;0.02;0.01;0.08;TRUE;TRUE;;;;;
11314;Zoids: Legacy;GBA;2003.0;Role-Playing;Tomy Corporation;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11315;Kidou Senshi Gundam 00;DS;2008.0;Action;Namco Bandai Games;0.0;0.0;0.08;0.0;0.08;;;;;;;
11316;Monster Jam: Path of Destruction;PSP;2010.0;Racing;Activision;0.07;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11317;Captain America: Super Soldier;3DS;2011.0;Action;Sega;0.05;0.02;0.0;0.01;0.08;FALSE;TRUE;;;;;
11318;Major League Baseball 2K12;DS;2012.0;Sports;Take-Two Interactive;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11319;Onimusha Tactics;GBA;2003.0;Strategy;Capcom;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11320;Bomberman Jetters;GC;2002.0;Puzzle;Hudson Soft;0.06;0.02;0.0;0.0;0.08;;;;;;;
11321;TOCA Race Driver 3;PS2;2006.0;Racing;Codemasters;0.04;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11322;Sports Collection;DS;2010.0;Sports;Ubisoft;0.06;0.01;0.0;0.01;0.08;TRUE;TRUE;;;;;
11323;Konami Classics Vol. 1;X360;2009.0;Misc;Konami Digital Entertainment;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11324;Pac-Man Power Pack;PS2;2008.0;Misc;Namco Bandai Games;0.04;0.03;0.0;0.01;0.08;;;;;;;
11325;Charm Girls Club: My Fashion Show;DS;;Simulation;Unknown;0.08;0.0;0.0;0.01;0.08;;;;;;;
11326;Disney's Donald Duck: Goin' Quackers;PS2;2000.0;Platform;Ubisoft;0.04;0.03;0.0;0.01;0.08;FALSE;TRUE;;;;;
11327;Ultimate Brain Games;GBA;2003.0;Misc;Telegames;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11328;NHL 2K7;X360;2006.0;Sports;Take-Two Interactive;0.07;0.0;0.0;0.01;0.08;;;;;;;
11329;The Seven Deadly Sins: Unjust Sin;3DS;2015.0;Adventure;Namco Bandai Games;0.0;0.0;0.08;0.0;0.08;;;;;;;
11330;Armorines: Project S.W.A.R.M.;PS;2000.0;Shooter;Acclaim Entertainment;0.05;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11331;Gundam Seed: Battle Assault;GBA;2004.0;Fighting;Namco Bandai Games;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11332;Chibi Maruko-Chan: Harikiri 365-Nichi no Maki;SNES;1991.0;Misc;Epoch;0.0;0.0;0.08;0.0;0.08;;;;;;;
11333;Get Fit with Mel B;X360;;Sports;Black Bean Games;0.0;0.07;0.0;0.01;0.08;FALSE;TRUE;;;;;
11334;SaGa 3: Jikuu no Hasha - Shadow or Light;DS;2011.0;Role-Playing;Square Enix;0.0;0.0;0.08;0.0;0.08;;;;;;;
11335;Miami Nights: Singles in the City;DS;2008.0;Simulation;Ubisoft;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11336;Phantom Brave: The Hermuda Triangle;PSP;2010.0;Role-Playing;Nippon Ichi Software;0.05;0.0;0.03;0.01;0.08;;;;;;;
11337;Famicom Mini: Adventure Island;GBA;2004.0;Action;Hudson Soft;0.0;0.0;0.08;0.0;0.08;;;;;;;
11338;Aliens versus Predator: Extinction;XB;2003.0;Strategy;Electronic Arts;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11339;RTX Red Rock;PS2;2003.0;Shooter;LucasArts;0.04;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11340;Nano Assault;3DS;2011.0;Shooter;Majesco Entertainment;0.08;0.0;0.0;0.01;0.08;FALSE;TRUE;;;;;
11341;X Rebirth;PC;2013.0;Simulation;Koch Media;0.0;0.08;0.0;0.01;0.08;FALSE;TRUE;;;;;
11342;FIFA Street 2;XB;2006.0;Sports;Electronic Arts;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11343;Tokimeki Memorial: Girl's Side;PS2;2002.0;Adventure;Konami Digital Entertainment;0.0;0.0;0.08;0.0;0.08;;;;;;;
11344;Naruto Shippuden: Shinobi Rumble;DS;2010.0;Fighting;Takara Tomy;0.03;0.0;0.05;0.0;0.08;;;;;;;
11345;Shining Force: Resurrection of the Dark Dragon;GBA;2004.0;Role-Playing;THQ;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11346;Shining Soul II;GBA;2003.0;Role-Playing;THQ;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11347;Orega Kantoku Da! Gekitou Pennant Race;PS2;2000.0;Sports;Enix Corporation;0.0;0.0;0.08;0.0;0.08;;;;;;;
11348;America's Next Top Model;Wii;2010.0;Action;Crave Entertainment;0.08;0.0;0.0;0.01;0.08;;;;;;;
11349;Nikoli's Pencil Puzzle;3DS;2011.0;Puzzle;Hudson Soft;0.05;0.03;0.0;0.01;0.08;;;;;;;
11350;Hello Kitty: Roller Rescue;GC;2005.0;Action;Empire Interactive;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11351;Jikkyou Powerful Pro Yakyuu 12;GC;2005.0;Sports;Konami Digital Entertainment;0.0;0.0;0.08;0.0;0.08;;;;;;;
11352;Metal Slug Advance;GBA;2004.0;Shooter;Ignition Entertainment;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11353;Pac-Man World Rally;GC;2006.0;Racing;Namco Bandai Games;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11354;Gradius Galaxies;GBA;2001.0;Shooter;Konami Digital Entertainment;0.06;0.02;0.0;0.0;0.08;FALSE;TRUE;;;;;
11355;Blazing Angels: Squadrons of WWII;XB;2006.0;Simulation;Ubisoft;0.06;0.02;0.0;0.0;0.08;TRUE;TRUE;;;;;
11356;Mortal Kombat Kollection;PS2;2008.0;Fighting;Midway Games;0.04;0.03;0.0;0.01;0.08;;;;;;;
11357;Blades of Blood: Samurai Shodown III;PS;1995.0;Fighting;Sony Computer Entertainment;0.05;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11358;LEGO Soccer Mania;PS2;2002.0;Sports;Electronic Arts;0.04;0.03;0.0;0.01;0.08;;;;;;;
11359;Puchi Puchi Virus;DS;2007.0;Puzzle;Jaleco;0.08;0.0;0.0;0.01;0.08;TRUE;TRUE;;;;;
11360;Gundam the 3D Battle;3DS;2011.0;Action;Namco Bandai Games;0.0;0.0;0.08;0.0;0.08;;;;;;;
11361;Petz: Dogz Family;PSP;2009.0;Simulation;Ubisoft;0.05;0.02;0.0;0.01;0.08;;;;;;;
11362;Worms: Open Warfare;DS;2006.0;Strategy;THQ;0.05;0.03;0.0;0.01;0.08;TRUE;TRUE;;;;;
11363;Ride;PS3;2015.0;Racing;Milestone S.r.l.;0.0;0.06;0.01;0.01;0.08;;;;;;;
11364;Deadliest Catch: Sea of Chaos;PS3;2010.0;Sports;Crave Entertainment;0.08;0.0;0.0;0.01;0.08;;;;;;;
11365;Godzilla Generations;DC;1998.0;Action;Sega;0.0;0.0;0.08;0.0;0.08;FALSE;TRUE;;;;;
11366;Strider 2;PS;2000.0;Platform;Virgin Interactive;0.05;0.03;0.0;0.01;0.08;;;;;;;
11367;ShellShock 2: Blood Trails;PS3;2009.0;Shooter;Eidos Interactive;0.04;0.03;0.0;0.01;0.08;;;;;;;
