,Name,multiplayer,singleplayer,awarded,Global_Sales,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
3508,Samurai Warriors 2: Xtreme Legends,1,1,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,8.2,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2
3509,Counter-Strike: Source,1,0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,8.9,9,1463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
3510,Knights Contract,0,1,0.0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,6.550000000000001,78,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,3
3512,Wizardry: Tale of the Forsaken Land,0,1,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.0,7.9,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3513,ChuChu Rocket!,1,1,0.0,0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0,7.2,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2
3514,Ys I & II Chronicles,0,1,1.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,8.6,16,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2
3515,Edna & Harvey: Harvey's New Eyes,0,1,0.0,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,7.7,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3518,Guilty Gear XX Accent Core Plus,1,1,0.0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,7.25,18,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3
3519,Ephemeral Fantasia,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.0,7.2,16,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2
3520,Lara Croft and the Temple of Osiris,1,1,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,6.1000000000000005,88,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,2
3521,Disgaea Infinite,0,1,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,7.1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2
3522,America's Army: True Soldiers,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.0,6.7,11,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2
3523,Battlefield 2,1,1,1.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,8.4,55,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2
3524,Sega GT Online,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72.0,7.7,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
3527,Elebits: The Adventures of Kai and Zero,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,8.3,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2
3528,Warriors Orochi 3 Hyper,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,7.5,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2
3529,Onimusha Tactics,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0,8.2,21,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2
3531,Ultimate Brain Games,1,1,0.0,0.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,8.5,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
3533,RTX Red Rock,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0,4.8,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3534,Nano Assault,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0,7.7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2
3535,X Rebirth,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.0,3.2,24,639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2
3536,Shining Force: Resurrection of the Dark Dragon,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0,8.6,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2
3537,Shining Soul II,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,8.5,18,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2
3538,Hello Kitty: Roller Rescue,1,1,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,7.0,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2
3539,Metal Slug Advance,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,8.6,32,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
3540,Pac-Man World Rally,1,1,0.0,0.1399999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.0,8.1,39,8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2
3541,Gradius Galaxies,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.0,8.3,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
3542,Puchi Puchi Virus,1,1,0.0,0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73.0,6.3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3544,Shin Megami Tensei: Digital Devil Saga 2,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,4.6,38,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2
3545,Death Jr. and the Science Fair of Doom,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0,7.6,23,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2
3546,Zatch Bell! Mamodo Battles,1,1,0.0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,7.9,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2
3548,Grand Prix Challenge,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0,8.3,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3549,Super Robot Taisen OG Saga: Endless Frontier,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0,8.3,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2
3551,Pinobee: Wings of Adventure,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.0,8.0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
3552,State of Emergency 2,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0,6.0,36,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
3554,Fatal Frame III: The Tormented,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,8.9,46,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3555,Seven Samurai 20XX,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,7.4,31,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
3556,Ultimate Ghosts 'n Goblins,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72.0,8.0,49,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2
3557,Swingerz Golf,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0,7.3,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3558,C.O.P.: The Recruit,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,7.5,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
3560,Nobunaga's Ambition: Rise to Power,1,0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,8.0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3561,Worms: A Space Oddity,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0,4.3,26,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2
3562,Far Cry Vengeance,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.0,5.4,23,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2
3564,Bangai-O Spirits,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0,7.8,38,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3565,Smuggler's Run: Warzones,1,1,0.0,0.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.0,7.1,23,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3566,The Legend of Alon D'ar,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0,6.3,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
3568,TrackMania DS,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.0,7.2,38,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3569,Samurai Western,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,7.7,34,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3570,"Warhammer 40,000: Dawn of War II - Retribution",1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0,7.7,52,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2
3571,Line Rider 2: Unbound,1,1,0.0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.5,6.0,35,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
3572,Earth Defense Force 2017,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.0,7.6,55,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2
3573,Soul Bubbles,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.0,8.0,33,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3574,Gradius III and IV,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0,8.0,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2
3575,Incredible Crisis,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,8.1,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3577,Silent Hunter III,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0,7.8,23,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2
3578,Serious Sam 3: BFE,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.5,7.9,64,231,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2
3579,Code Lyoko: Fall of X.A.N.A.,1,1,0.0,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,6.3,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3581,New International Track & Field,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.0,6.8,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2
3583,Evolution Worlds,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,8.3,20,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
3584,Ape Escape: Pumped & Primed,1,1,0.0,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0,7.3,21,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2
3585,Alien Syndrome,1,1,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.5,6.800000000000001,44,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2
3586,Outlaw Tennis,1,1,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.0,7.4,45,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
3587,The Golf Club,1,1,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.66666666666667,5.966666666666666,37,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3
3588,Agatha Christie: And Then There Were None,0,1,0.0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,6.85,51,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3591,Phantasy Star Online Episode III: C.A.R.D. Revolution,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.0,8.3,24,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2
3592,MLB Front Office Manager,1,1,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.0,5.55,21,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3
3595,Infernal: Hell's Vengeance,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.0,4.8,23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3596,Urban Reign,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,8.7,44,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
3597,GT Advance 3: Pro Concept Racing,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.0,8.8,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
3598,Duke Nukem: Land of the Babes,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0,6.9,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
3601,Rogue Trooper: Quartz Zone Massacre,1,1,1.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.0,8.2,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
3602,Stella Deus: The Gate of Eternity,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.0,8.3,31,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
3603,P.T.O. IV: Pacific Theater of Operations,0,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.0,5.5,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2
3605,Far Cry Instincts Evolution,1,1,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.0,6.7,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2
3607,Torchlight,0,1,1.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,7.800000000000001,118,271,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3609,The Rub Rabbits!,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.0,7.7,44,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1
3610,Saint Seiya: Brave Soldiers,1,1,0.0,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,7.4,32,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1
3611,Smashing Drive,1,1,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0,5.2,18,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2
3614,Goodbye Deponia,0,1,0.0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.9,34,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1
3615,Kessen III,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73.0,8.4,26,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1
3616,Aero Elite: Combat Academy,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0,7.5,18,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1
3618,Wrath Unleashed,1,1,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.5,6.35,57,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2
3619,Mugen Souls Z,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0,6.3,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,0,1
3620,Teenage Mutant Ninja Turtles: Mutants in Manhattan,1,1,0.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,5.75,63,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,1,2,5
3622,Invizimals: The Alliance,1,1,0.0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,6.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2
3623,Romance of the Three Kingdoms XI,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.5,7.7,21,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
3624,TMNT: Mutant Melee,1,1,0.0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,6.449999999999999,29,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
3627,Circus Maximus: Chariot Wars,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.0,6.3,26,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
3628,Serious Sam: Next Encounter,1,1,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.0,8.2,45,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
3629,Robocalypse,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,8.4,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3631,"Flower, Sun, and Rain",0,1,0.0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,8.5,37,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
3632,Dave Mirra BMX Challenge,0,1,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.0,4.5,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2
3633,NCAA College Football 2K3,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.5,7.8,20,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1
3635,Galerians: Ash,0,1,0.0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,8.1,22,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3636,Haunting Ground,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,8.9,33,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1
3637,Disney Sports Skateboarding,1,1,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.0,4.7,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2
3638,Homie Rollerz,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,3.0,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
3639,Operation Darkness,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.0,6.7,22,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3640,Fable: The Lost Chapters,0,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0,8.6,81,126,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
3641,Romance of the Three Kingdoms IX,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74.0,8.2,17,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
3643,Football Manager 2010,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,8.8,33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
3645,Microsoft Flight Simulator 2004: A Century of Flight,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88.0,7.8,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1
3646,McFarlane's Evil Prophecy,1,1,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,3.0,28,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1
3647,Emergency 2012,1,1,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0,5.7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
