Name;multiplayer;singleplayer;awarded;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;series
Summon Night 6: Lost Borders;0;1;0.0;PS4;2016.0;Action;Namco Bandai Games;0.0;0.0;0.03;0.0;0.03;NO FRANCHISE
Zendoku;1;1;0.0;DS;2007.0;Puzzle;Eidos Interactive;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
PoPoLoCrois;1;1;0.0;PSP;2005.0;Role-Playing;Ignition Entertainment;0.05;0.0;0.0;0.0;0.06;The Asahi Shimbun
Dragon Rage;0;1;0.0;PS2;2001.0;Shooter;3DO;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
Dig Dug: Digging Strike;1;1;0.0;DS;2005.0;Puzzle;Atari;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Brave: A Warrior's Tale;0;1;0.0;Wii;2009.0;Action;SouthPeak Games;0.05;0.0;0.0;0.0;0.06;citation needed
Brave: A Warrior's Tale;0;1;0.0;X360;2009.0;Action;SouthPeak Games;0.05;0.01;0.0;0.0;0.06;citation needed
S.T.A.L.K.E.R.: Shadow of Chernobyl;1;1;1.0;PC;2007.0;Shooter;THQ;0.01;0.04;0.0;0.01;0.06;S.T.A.L.K.E.R.
Gem Smashers;1;1;0.0;Wii;2011.0;Platform;Crave Entertainment;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Gem Smashers;1;1;0.0;3DS;2011.0;Platform;Crave Entertainment;0.04;0.0;0.0;0.0;0.04;NO FRANCHISE
G-Police: Weapons of Justice;0;1;0.0;PS;1999.0;Action;Psygnosis;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
Killing Zone;1;1;0.0;PS;1996.0;Fighting;Acclaim Entertainment;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
Policenauts;0;1;0.0;3DO;1995.0;Adventure;Konami Digital Entertainment;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Adventures of Lolo;0;1;0.0;NES;1989.0;Puzzle;HAL Laboratory;0.06;0.0;0.0;0.0;0.06;Eggerland
Project Setsuna;0;1;0.0;PS4;2016.0;Role-Playing;Square Enix;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Project Setsuna;0;1;0.0;PSV;2016.0;Role-Playing;Square Enix;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Honeycomb Beat;0;1;0.0;DS;2006.0;Puzzle;Konami Digital Entertainment;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Broken Helix;0;1;0.0;PS;1997.0;Action;Konami Digital Entertainment;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
Nanostray;1;1;0.0;DS;2005.0;Shooter;Majesco Entertainment;0.05;0.0;0.0;0.0;0.06;citation needed
Tom Clancy's Ghost Recon: Advanced Warfighter;1;1;0.0;PS2;2006.0;Shooter;Ubisoft;0.03;0.02;0.0;0.01;0.06;Tom Clancy's Ghost Recon
Urban Chaos: Riot Response;1;1;0.0;PS2;2006.0;Shooter;Eidos Interactive;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
Urban Chaos: Riot Response;1;1;0.0;XB;2006.0;Shooter;Eidos Interactive;0.01;0.0;0.0;0.0;0.02;NO FRANCHISE
Generation of Chaos;0;1;0.0;PSP;2005.0;Role-Playing;Midas Interactive Entertainment;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Teenage Mutant Ninja Turtles II: Back from the Sewers;0;1;0.0;GB;1991.0;Action;Konami Digital Entertainment;0.0;0.0;0.06;0.0;0.06;Teenage Mutant Ninja Turtles
Yomawari;0;1;0.0;PSV;2015.0;Adventure;Nippon Ichi Software;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Real Bout Garou Densetsu Special: Dominated Mind;1;1;0.0;PS;1998.0;Fighting;SNK;0.0;0.0;0.05;0.0;0.06;Fatal Fury
Vampire Rain: Altered Species;1;1;0.0;PS3;2008.0;Action;Ignition Entertainment;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Scurge: Hive;1;1;0.0;DS;2006.0;Action;SouthPeak Games;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Romance of the Three Kingdoms 13;0;1;0.0;PS4;2015.0;Action;Tecmo Koei;0.01;0.0;0.05;0.0;0.06;NO FRANCHISE
Romance of the Three Kingdoms 13;0;1;0.0;PS3;2015.0;Action;Tecmo Koei;0.0;0.0;0.04;0.0;0.04;NO FRANCHISE
Ride to Hell;0;1;0.0;X360;2013.0;Racing;Deep Silver;0.04;0.01;0.0;0.0;0.06;NO FRANCHISE
Ride to Hell;0;1;0.0;PS3;2013.0;Racing;Deep Silver;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Burning Rangers;0;1;0.0;SAT;1998.0;Platform;Sega;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Mana Khemia: Alchemists of Al-Revis;1;1;0.0;PS2;2007.0;Role-Playing;Nippon Ichi Software;0.03;0.02;0.0;0.01;0.06;Atelier
Zone of the Enders: The Fist of Mars;0;1;0.0;GBA;2001.0;Role-Playing;Konami Digital Entertainment;0.04;0.02;0.0;0.0;0.06;Zone of the Enders
Animorphs: Shattered Reality;0;1;0.0;PS;2000.0;Action;Infogrames;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
PopStar Guitar;1;1;0.0;Wii;2008.0;Misc;Midway Games;0.03;0.03;0.0;0.01;0.06;NO FRANCHISE
PopStar Guitar;1;1;0.0;PS2;2008.0;Misc;XS Games;0.02;0.01;0.0;0.0;0.04;NO FRANCHISE
Blade Dancer: Lineage of Light;1;1;0.0;PSP;2006.0;Role-Playing;Atari;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Chaos Rings III;0;1;0.0;PSV;2014.0;Role-Playing;Square Enix;0.0;0.0;0.06;0.0;0.06;Chaos Rings
Senritsu no Stratus;0;1;0.0;PSP;2011.0;Role-Playing;Konami Digital Entertainment;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Rhapsody: A Musical Adventure;0;1;0.0;DS;2008.0;Role-Playing;Nippon Ichi Software;0.05;0.0;0.0;0.0;0.06;Marl Kingdom
Rhapsody: A Musical Adventure;0;1;0.0;PS;1998.0;Role-Playing;Nippon Ichi Software;0.02;0.01;0.0;0.0;0.04;Marl Kingdom
Titan Quest;1;1;0.0;PC;2006.0;Role-Playing;THQ;0.01;0.04;0.0;0.01;0.06;NO FRANCHISE
Samurai Jack: The Shadow of Aku;1;1;0.0;PS2;2004.0;Action;Sega;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
Samurai Jack: The Shadow of Aku;1;1;0.0;GC;2004.0;Action;Sega;0.01;0.0;0.0;0.0;0.02;NO FRANCHISE
Zero Divide;1;1;0.0;PS;1995.0;Fighting;Ocean;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
Tsugunai: Atonement;0;1;0.0;PS2;2001.0;Role-Playing;Sony Computer Entertainment;0.02;0.01;0.02;0.0;0.06;NO FRANCHISE
Lost Kingdoms II;1;1;0.0;GC;2003.0;Role-Playing;Activision;0.04;0.01;0.0;0.0;0.06;NO FRANCHISE
Nights of Azure;0;1;0.0;PS4;2015.0;Action;Tecmo Koei;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
Dungeon Keeper 2;1;1;0.0;PC;1999.0;Action;Electronic Arts;0.0;0.05;0.0;0.01;0.06;Dungeon Keeper
The Lord of the Rings: The Battle for Middle-Earth II;1;1;0.0;X360;2006.0;Strategy;Electronic Arts;0.0;0.05;0.0;0.01;0.06;NO FRANCHISE
The Lord of the Rings: The Battle for Middle-Earth II;1;1;0.0;PC;2006.0;Strategy;Electronic Arts;0.01;0.01;0.0;0.0;0.02;NO FRANCHISE
Dungeon Explorer: Warriors of Ancient Arts;1;1;0.0;DS;2007.0;Role-Playing;Rising Star Games;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Dungeon Explorer: Warriors of Ancient Arts;1;1;0.0;PSP;2007.0;Role-Playing;Rising Star Games;0.01;0.0;0.0;0.0;0.01;NO FRANCHISE
Broken Sword II: The Smoking Mirror;0;1;0.0;PS;1997.0;Adventure;Sony Computer Entertainment;0.03;0.02;0.0;0.0;0.06;Broken Sword
Doki-Doki Universe;0;1;0.0;PSV;2013.0;Adventure;Sony Computer Entertainment;0.01;0.04;0.0;0.01;0.06;NO FRANCHISE
Gothic 3;0;1;0.0;PC;2006.0;Role-Playing;JoWood Productions;0.0;0.05;0.0;0.01;0.06;Gothic
A-Train 6;0;1;0.0;PS2;2000.0;Strategy;Midas Interactive Entertainment;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
ESPN International Winter Sports 2002;1;1;0.0;PS2;2002.0;Sports;Konami Digital Entertainment;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
ESPN International Winter Sports 2002;1;1;0.0;GC;2002.0;Sports;Konami Digital Entertainment;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Gold and Glory: The Road to El Dorado;0;1;0.0;PS;2000.0;Adventure;Ubisoft;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
BattleBots: Beyond the BattleBox;1;1;0.0;GBA;2002.0;Action;Vivendi Games;0.04;0.01;0.0;0.0;0.06;NO FRANCHISE
MX vs. ATV Supercross Encore;1;1;0.0;PS4;2015.0;Sports;Nordic Games;0.0;0.05;0.0;0.01;0.06;MX vs. ATV
MX vs. ATV Supercross Encore;1;1;0.0;XOne;2015.0;Sports;Nordic Games;0.02;0.0;0.0;0.0;0.02;MX vs. ATV
Friends: The One with All the Trivia;1;1;0.0;PS2;2005.0;Misc;Warner Bros. Interactive Entertainment;0.03;0.02;0.0;0.01;0.06;NO FRANCHISE
Gunbird;0;1;0.0;SAT;1995.0;Shooter;Atlus;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Elemental Gearbolt;1;1;0.0;PS;1997.0;Shooter;Sony Computer Entertainment;0.03;0.02;0.0;0.0;0.06;NO FRANCHISE
V-Rally 3;1;1;0.0;PS2;2002.0;Racing;Atari;0.03;0.02;0.0;0.01;0.06;V-Rally
V-Rally 3;1;1;0.0;GBA;2002.0;Racing;Atari;0.03;0.01;0.0;0.0;0.05;V-Rally
V-Rally 3;1;1;0.0;XB;2003.0;Racing;Atari;0.01;0.0;0.0;0.0;0.02;V-Rally
Pro Yakyuu Famista 2011;1;1;0.0;3DS;2011.0;Sports;Namco Bandai Games;0.0;0.0;0.06;0.0;0.06;NO FRANCHISE
Amazing Island;1;1;0.0;GC;2004.0;Strategy;Sega;0.04;0.01;0.0;0.0;0.06;NO FRANCHISE
SeaBlade;0;1;0.0;XB;2002.0;Shooter;TDK Mediactive;0.04;0.01;0.0;0.0;0.06;NO FRANCHISE
Carmen Sandiego: The Secret of the Stolen Drums;0;1;0.0;PS2;2004.0;Action;BAM! Entertainment;0.03;0.02;0.0;0.01;0.06;Carmen Sandiego
Carmen Sandiego: The Secret of the Stolen Drums;0;1;0.0;XB;2004.0;Action;BAM! Entertainment;0.02;0.01;0.0;0.0;0.02;Carmen Sandiego
Carmen Sandiego: The Secret of the Stolen Drums;0;1;0.0;GC;2004.0;Action;BAM! Entertainment;0.02;0.0;0.0;0.0;0.02;Carmen Sandiego
Activision Hits: Remixed;0;1;0.0;PSP;2006.0;Misc;Activision;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Death Jr. II: Root of Evil;1;1;0.0;PSP;2006.0;Platform;Konami Digital Entertainment;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Hail to the Chimp;0;1;0.0;X360;2008.0;Misc;Gamecock;0.05;0.0;0.0;0.0;0.06;NO FRANCHISE
Hail to the Chimp;0;1;0.0;PS3;2008.0;Misc;Gamecock;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Airline Tycoon 2;1;1;0.0;PC;2011.0;Simulation;Kalypso Media;0.0;0.04;0.0;0.01;0.05;NO FRANCHISE
Worms World Party;1;1;0.0;GBA;2002.0;Strategy;Ubisoft;0.04;0.01;0.0;0.0;0.05;Worms
Worms World Party;1;1;0.0;PC;2001.0;Strategy;Virgin Interactive;0.0;0.01;0.0;0.0;0.02;Worms
Final Fight: Streetwise;1;1;0.0;PS2;2006.0;Action;Capcom;0.03;0.02;0.0;0.01;0.05;Final Fight
Final Fight: Streetwise;1;1;0.0;XB;2006.0;Action;Capcom;0.01;0.0;0.0;0.0;0.02;Final Fight
Rebelstar: Tactical Command;1;1;0.0;GBA;2005.0;Strategy;Atari;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Kamen Rider: Battride War Genesis;1;1;0.0;PS4;2016.0;Action;Namco Bandai Games;0.0;0.0;0.05;0.0;0.05;Kamen Rider
Kamen Rider: Battride War Genesis;1;1;0.0;PSV;2016.0;Action;Namco Bandai Games;0.0;0.0;0.05;0.0;0.05;Kamen Rider
Kamen Rider: Battride War Genesis;1;1;0.0;PS3;2016.0;Action;Namco Bandai Games;0.0;0.0;0.04;0.0;0.04;Kamen Rider
IL-2 Sturmovik: Cliffs of Dover;1;1;0.0;PC;2011.0;Simulation;Ubisoft;0.0;0.04;0.0;0.01;0.05;NO FRANCHISE
Phantasy Star Online Episode I & II Plus;1;1;0.0;GC;2003.0;Role-Playing;Sega;0.04;0.01;0.0;0.0;0.05;Phantasy Star
Front Mission 2089: Border of Madness;1;1;0.0;DS;2008.0;Strategy;Square Enix;0.0;0.0;0.05;0.0;0.05;Front Mission
Miracle Girls Festival;0;1;0.0;PSV;2015.0;Misc;Sega;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Dual Hearts;0;1;0.0;PS2;2002.0;Role-Playing;Sony Computer Entertainment;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Mister Slime;1;1;0.0;DS;2008.0;Action;SouthPeak Games;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Virtual Villagers: A New Home;0;1;0.0;DS;2010.0;Simulation;PQube;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Wing Commander: Prophecy;1;1;0.0;GBA;2003.0;Simulation;Destination Software, Inc;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Marc Ecko's Getting Up: Contents Under Pressure;0;1;1.0;PS2;2006.0;Action;Atari;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Bottom of the 9th '99;1;1;0.0;PS;1998.0;Sports;Konami Digital Entertainment;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
Naval Ops: Commander;0;1;0.0;PS2;2004.0;Simulation;Tecmo Koei;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Rockin' Pretty;0;1;0.0;DS;2009.0;Misc;Arc System Works;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Lufia: The Ruins of Lore;0;1;0.0;GBA;2002.0;Role-Playing;Taito;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Major Minor's Majestic March;0;1;0.0;Wii;2009.0;Misc;Majesco Entertainment;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Nobunaga's Ambition: Sphere of Influence;1;0;0.0;PSV;2014.0;Strategy;Tecmo Koei;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Nobunaga's Ambition: Sphere of Influence;1;0;0.0;PS4;2014.0;Strategy;Tecmo Koei;0.03;0.0;0.0;0.01;0.04;NO FRANCHISE
Black Sigil: Blade of the Exiled;0;1;0.0;DS;2009.0;Role-Playing;Graffiti;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
TrackMania Turbo: Build to Race;1;1;0.0;DS;2010.0;Racing;Ubisoft;0.03;0.02;0.0;0.01;0.05;TrackMania
Samurai Champloo: Sidetracked;1;1;0.0;PS2;2006.0;Action;Namco Bandai Games;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Chaos;;;;;;;;;;;;;
Chaos;;;;;;;;;;;;;
Chaos;;;;;;;;;;;;;
Fatal Fury: Wild Ambition;1;1;0.0;PS;1999.0;Fighting;SNK Playmore;0.03;0.02;0.0;0.0;0.05;Fatal Fury
Dengeki Gakuen RPG: Cross of Venus;0;1;0.0;DS;2009.0;Role-Playing;ASCII Media Works;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
DoDonPachi Resurrection;0;1;0.0;X360;2010.0;Shooter;Rising Star Games;0.0;0.05;0.0;0.01;0.05;DonPachi
UEFA Champions League 2006-2007;1;1;0.0;X360;2007.0;Sports;Electronic Arts;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
UEFA Champions League 2006-2007;1;1;0.0;PSP;2007.0;Sports;Electronic Arts;0.01;0.0;0.0;0.0;0.01;NO FRANCHISE
Dynamite Headdy;0;1;0.0;GEN;1993.0;Platform;Sega;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Dragon's Lair 3D: Return to the Lair;0;1;0.0;XB;2002.0;Platform;Ubisoft;0.04;0.01;0.0;0.0;0.05;Dragon's Lair
Dragon's Lair 3D: Return to the Lair;0;1;0.0;GC;2002.0;Platform;THQ;0.03;0.01;0.0;0.0;0.04;Dragon's Lair
Myst IV: Revelation;0;1;0.0;XB;2005.0;Adventure;Ubisoft;0.04;0.01;0.0;0.0;0.05;Myst
Myst IV: Revelation;0;1;0.0;PC;2004.0;Adventure;Ubisoft;0.01;0.0;0.0;0.0;0.01;Myst
Culdcept Revolt;1;1;0.0;3DS;2016.0;Strategy;Nintendo;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Myth Makers: Orbs of Doom;1;1;0.0;Wii;2007.0;Puzzle;Popcorn Arcade;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
The Nightmare of Druaga: Fushigino Dungeon;0;1;0.0;PS2;2004.0;Role-Playing;Arika;0.03;0.02;0.0;0.01;0.05;Babylonian Castle Saga
Air Conflicts: Aces of World War II;1;1;0.0;PSP;2009.0;Simulation;Graffiti;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Cities in Motion;0;1;0.0;PC;2011.0;Simulation;Paradox Interactive;0.0;0.04;0.0;0.01;0.05;NO FRANCHISE
Tenchu: Dark Secret;1;1;0.0;DS;2006.0;Action;From Software;0.03;0.0;0.01;0.0;0.05;Tenchu
The Idolmaster 2;0;1;0.0;X360;2011.0;Simulation;Namco Bandai Games;0.0;0.0;0.05;0.0;0.05;The Idolmaster
Powerdrome;1;1;0.0;PS2;2004.0;Racing;Evolved Games;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Powerdrome;1;1;0.0;XB;2004.0;Racing;Evolved Games;0.01;0.0;0.0;0.0;0.01;NO FRANCHISE
Otogi 2: Immortal Warriors;0;1;0.0;XB;2003.0;Action;Sega;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Dead or Alive Xtreme 3: Fortune;0;1;0.0;PS4;2016.0;Sports;Tecmo Koei;0.0;0.0;0.05;0.0;0.05;Dead or Alive
Dokapon Journey;1;1;0.0;DS;2008.0;Role-Playing;Sting;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Ultra Bust-A-Move;1;1;0.0;XB;2004.0;Puzzle;505 Games;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Pony Friends;0;1;0.0;DS;2007.0;Simulation;Eidos Interactive;0.0;0.05;0.0;0.01;0.05;NO FRANCHISE
Ferrari F355 Challenge;1;1;0.0;PS2;2002.0;Racing;Sony Computer Entertainment;0.03;0.02;0.0;0.01;0.05;NO FRANCHISE
Stranger of Sword City;0;1;0.0;PSV;2015.0;Role-Playing;Nippon Ichi Software;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Air Traffic Chaos;0;1;0.0;DS;2007.0;Simulation;Ertain;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Prism: Light the Way;0;1;0.0;DS;2007.0;Puzzle;Eidos Interactive;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Shifters;0;1;0.0;PS2;2002.0;Adventure;3DO;0.03;0.02;0.0;0.01;0.05;Might and Magic
Earth Defense Force 4.1: The Shadow of New Despair;1;1;0.0;PS4;2015.0;Shooter;Xseed Games;0.02;0.02;0.0;0.01;0.05;Earth Defense Force
Nanostray 2;1;1;0.0;DS;2008.0;Shooter;Codemasters;0.03;0.01;0.0;0.0;0.05;NO FRANCHISE
Luminous Arc Infinity;0;1;0.0;PSV;2015.0;Action;Marvel Entertainment;0.0;0.0;0.05;0.0;0.05;Luminous Arc
Sigma Star Saga;0;1;0.0;GBA;2005.0;Role-Playing;Atari;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Assetto Corsa;1;1;0.0;PS4;2016.0;Racing;505 Games;0.0;0.04;0.0;0.01;0.05;NO FRANCHISE
Assetto Corsa;1;1;0.0;XOne;2016.0;Racing;505 Games;0.0;0.01;0.0;0.0;0.01;NO FRANCHISE
Batman: Gotham City Racer;1;1;0.0;PS;2001.0;Racing;Ubisoft;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
Ontamarama;0;1;0.0;DS;2007.0;Action;Atlus;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Summon Night X: Tears Crown;0;1;0.0;DS;2009.0;Role-Playing;Namco Bandai Games;0.0;0.0;0.05;0.0;0.05;Summon Night
Battle vs. Chess;1;1;0.0;X360;2011.0;Misc;TopWare Interactive;0.0;0.03;0.0;0.0;0.03;NO FRANCHISE
Phantom Crash;1;1;0.0;XB;2002.0;Simulation;Phantagram;0.03;0.01;0.01;0.0;0.05;NO FRANCHISE
Men of War: Assault Squad;1;1;0.0;PC;2011.0;Strategy;1C Company;0.01;0.03;0.0;0.01;0.05;Men of War
Fishdom;0;1;0.0;DS;2011.0;Puzzle;Atari;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Yanya Caballista: City Skater;1;1;0.0;PS2;2001.0;Sports;Tecmo Koei;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Thunder Force V: Perfect System;0;1;0.0;PS;1998.0;Shooter;TechnoSoft;0.03;0.02;0.0;0.0;0.05;Thunder Force
The Typing of the Dead;1;1;0.0;DC;2000.0;Shooter;Sega;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Sam & Max: Beyond Time and Space;0;1;0.0;Wii;2010.0;Adventure;Atari;0.05;0.0;0.0;0.0;0.05;Sam & Max
Steins;;;;;;;;;;;;;
Steins;;;;;;;;;;;;;
Steins;;;;;;;;;;;;;
NHL Blades of Steel '99;1;1;0.0;N64;1999.0;Sports;Konami Digital Entertainment;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Philosoma;0;1;0.0;PS;1995.0;Shooter;Sony Computer Entertainment;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
The Technomancer;0;1;0.0;PS4;2016.0;Role-Playing;Focus Home Interactive;0.01;0.03;0.0;0.01;0.05;NO FRANCHISE
The Technomancer;0;1;0.0;XOne;2016.0;Role-Playing;Focus Home Interactive;0.01;0.01;0.0;0.0;0.02;NO FRANCHISE
The Technomancer;0;1;0.0;PC;2016.0;Role-Playing;Focus Home Interactive;0.0;0.01;0.0;0.0;0.01;NO FRANCHISE
Kinnikuman Muscle Grand Prix Max;1;1;0.0;PS2;2006.0;Fighting;Konami Digital Entertainment;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
OutRun 2006: Coast 2 Coast;0;1;0.0;PS2;2006.0;Racing;Sega;0.02;0.01;0.01;0.0;0.05;NO FRANCHISE
OutRun 2006: Coast 2 Coast;0;1;0.0;PSP;2006.0;Racing;Sega;0.03;0.01;0.0;0.01;0.04;NO FRANCHISE
Hercules: The Legendary Journeys;0;1;0.0;N64;2000.0;Role-Playing;Titus;0.04;0.01;0.0;0.0;0.05;Hercules and Xena – The Animated Movie: The Battle for Mount Olympus
Dual Heroes;1;1;0.0;N64;1997.0;Fighting;Hudson Soft;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Fighter Destiny 2;1;1;0.0;N64;1999.0;Fighting;Imagineer;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Chameleon Twist 2;0;1;0.0;N64;1998.0;Platform;Infogrames;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Arx Fatalis;0;1;0.0;XB;2003.0;Role-Playing;Mindscape;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Guilty Gear Dust Strikers;1;1;0.0;DS;2006.0;Fighting;Majesco Entertainment;0.05;0.0;0.0;0.0;0.05;Guilty Gear
George of the Jungle and the Search for the Secret;0;1;0.0;DS;2008.0;Platform;Ignition Entertainment;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
George of the Jungle and the Search for the Secret;0;1;0.0;Wii;2008.0;Platform;Ignition Entertainment;0.02;0.0;0.0;0.0;0.02;NO FRANCHISE
Warhammer 40,000: Dawn of War;1;1;0.0;PC;2004.0;Strategy;THQ;0.01;0.03;0.0;0.01;0.05;Warhammer 40,000
Chronicles of the Sword;0;1;0.0;PS;1996.0;Adventure;Psygnosis;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
The Lost Vikings;0;1;1.0;GBA;2003.0;Puzzle;Activision;0.04;0.01;0.0;0.0;0.05;NO FRANCHISE
Assassin's Creed: Altair's Chronicles;0;1;0.0;DS;2008.0;Platform;Ubisoft;0.03;0.01;0.0;0.0;0.05;Assassin's Creed
Pirates vs Ninja Dodgeball;1;1;0.0;Wii;2009.0;Sports;SouthPeak Games;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Cartoon Network Racing;1;1;0.0;DS;2006.0;Action;Game Factory;0.04;0.0;0.0;0.0;0.05;NO FRANCHISE
Stretch Panic;0;1;0.0;PS2;2001.0;Platform;Midas Interactive Entertainment;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Baku Baku;1;1;0.0;SAT;1995.0;Puzzle;Sega;0.0;0.0;0.05;0.0;0.05;NO FRANCHISE
Hummer Badlands;1;1;0.0;PS2;2006.0;Racing;Global Star;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Hummer Badlands;1;1;0.0;XB;2006.0;Racing;Global Star;0.01;0.0;0.0;0.0;0.02;NO FRANCHISE
Woody Woodpecker: Escape from Buzz Buzzard Park;0;1;0.0;PS2;2001.0;Platform;DreamCatcher Interactive;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Furu Furu Park;1;1;0.0;Wii;2007.0;Misc;Taito;0.05;0.0;0.0;0.0;0.05;NO FRANCHISE
Cartoon Network Block Party;1;1;0.0;GBA;2004.0;Misc;Majesco Entertainment;0.03;0.01;0.0;0.0;0.05;NO FRANCHISE
Power Spike Pro Beach Volleyball;1;1;0.0;PS;2000.0;Sports;Infogrames;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
SD Gundam: Scad Hammers;0;1;0.0;Wii;2006.0;Strategy;Namco Bandai Games;0.0;0.0;0.05;0.0;0.05;SD Gundam
ZooCube;1;1;0.0;GBA;2002.0;Puzzle;Acclaim Entertainment;0.03;0.01;0.0;0.0;0.05;NO FRANCHISE
ZooCube;1;1;0.0;GC;2002.0;Puzzle;Acclaim Entertainment;0.02;0.0;0.0;0.0;0.02;NO FRANCHISE
Stunt GP;1;1;0.0;PS2;2001.0;Racing;Titus;0.02;0.02;0.0;0.01;0.05;NO FRANCHISE
Jikkyou Oshaberi Parodius;1;1;0.0;SNES;1995.0;Shooter;Konami Digital Entertainment;0.0;0.0;0.05;0.0;0.05;Parodius
Johnny Bazookatone;0;1;0.0;PS;1995.0;Platform;U.S. Gold;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
Worms Reloaded;1;1;0.0;PC;2010.0;Strategy;Team17 Software;0.0;0.04;0.0;0.01;0.05;Worms
StarCraft;0;1;0.0;PC;1998.0;Strategy;Activision;0.0;0.04;0.0;0.01;0.05;StarCraft
