Name,multiplayer_x,singleplayer_x,awarded,viewconut,likecount,commentcount,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
Sonic and the Secret Rings,1,1,0.0,28044.0,456.0,54.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.0,6.2,44,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Saints Row: The Third,1,1,0.0,928370.0,5090.0,3217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333333333,7.866666666666667,142,634,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,9
Call of Duty 3,1,1,0.0,69405.0,581.0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.2,6.9,182,171,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Onimusha: Warlords,0,1,0.0,142978.0,1326.0,614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2,7.0,108,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,4,1,3,8
Mortal Kombat X,1,1,1.0,1102441.0,9751.0,1587.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.66666666666667,7.033333333333332,113,433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,3,9
Mario Party,0,1,0.0,836894.0,13283.0,826.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.0,8.1,16,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Madden NFL 12,1,1,0.0,317780.0,1233.0,1230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.5,5.95,86,74,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
LEGO Star Wars II: The Original Trilogy,1,1,1.0,83179.0,652.0,131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,8.225,113,52,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Madden NFL 11,1,1,0.0,704945.0,1503.0,1345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.5,5.949999999999999,83,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Skate 3,1,1,0.0,735841.0,3041.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,8.1,111,86,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,9
Burnout 3: Takedown,1,1,1.0,194666.0,3106.0,971.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.5,8.35,128,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,9
Final Fantasy XIII-2,0,1,0.0,408052.0,2321.0,1934.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.0,6.65,103,296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Skylanders Giants,1,1,0.0,128594.0,935.0,288.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.8,6.040000000000001,81,36,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,4,1,1,3,9
Medal of Honor Heroes,1,1,0.0,25543.0,154.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.0,7.9,24,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,8
Midnight Club: Street Racing,1,1,0.0,286.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.0,7.6,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,8
Halo Wars,1,1,0.0,541545.0,2521.0,1519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.0,7.5,92,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
God of War Collection,0,1,0.0,902526.0,2901.0,1339.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,8.3,78,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,3,8
ESPN NFL 2K5,1,1,1.0,1128.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0,8.35,79,152,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9
Mario Strikers Charged,1,1,0.0,242057.0,8172.0,619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.0,8.2,47,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,3,8
NBA 2K12,1,1,0.0,678972.0,2876.0,1567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,7.25,80,92,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
FIFA Soccer 09,1,1,0.0,593353.0,1600.0,892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.4,7.3,124,51,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Ratchet & Clank Future: Tools of Destruction,0,1,1.0,55548.0,353.0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89.0,8.8,70,166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,3,8
NBA Live 2005,1,1,0.0,8841.0,26.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.75,7.8,75,52,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Killzone: Shadow Fall,1,1,0.0,1152418.0,10501.0,2265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73.0,6.8,88,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,3,8
Monster Hunter Freedom 2,1,1,0.0,20101.0,370.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72.0,8.5,38,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Ratchet & Clank: Up Your Arsenal,1,1,0.0,30.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.0,9.0,65,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Dragon Age: Origins,1,1,1.0,3958450.0,12281.0,5197.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0,8.266666666666667,176,1030,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Madden NFL 08,1,1,0.0,124431.0,842.0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.66666666666667,7.466666666666666,138,132,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Sonic Adventure 2 Battle,1,1,1.0,95337.0,1813.0,355.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.0,8.5,28,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Deca Sports,1,1,0.0,40384.0,189.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.0,5.4,23,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8
Madden NFL 09,1,1,0.0,149837.0,794.0,261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.66666666666667,5.733333333333333,96,77,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Perfect Dark,1,1,0.0,155718.0,1075.0,859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,8.600000000000001,76,134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Game Party,1,1,0.0,850270.0,8476.0,1078.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,3.9,8,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Marvel: Ultimate Alliance,1,1,0.0,132796.0,864.0,173.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0,7.3428571428571425,230,99,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,3,3,9
LEGO Harry Potter: Years 1-4,1,1,0.0,1086644.0,2328.0,798.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6,7.779999999999999,135,45,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Mortal Kombat: Deadly Alliance,1,1,0.0,28.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,8.2,90,102,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Resistance 2,1,1,0.0,867897.0,3268.0,2655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0,6.2,79,222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,8
NBA 2K14,1,1,0.0,445300.0,2716.0,1044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.5,5.574999999999999,84,221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,3,2,3,9
Mario Party 4,1,1,0.0,836896.0,13283.0,826.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.0,7.7,26,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Midnight Club: Los Angeles,1,1,0.0,223534.0,1025.0,696.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.5,8.350000000000001,116,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,9
Final Fantasy Tactics,1,1,0.0,78003.0,74.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0,9.1,12,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Halo: Combat Evolved Anniversary,1,1,0.0,380293.0,2428.0,3494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,8.1,73,198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Riven: The Sequel to Myst,0,1,0.0,43061.0,868.0,119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,8.6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8
Tom Clancy's Rainbow Six: Vegas 2,1,1,0.0,85801.0,720.0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.0,7.4,20,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Sonic Adventure,1,1,0.0,308873.0,1263.0,4857.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.0,7.449999999999999,46,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Dragon Ball Z: Budokai 2,1,1,0.0,45890.0,436.0,177.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,7.3,37,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,8
ATV Offroad Fury,1,1,0.0,1923.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.0,8.4,16,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,8
Batman: Arkham Origins,1,1,0.0,1273472.0,9978.0,3677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.66666666666667,7.666666666666667,109,743,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,9
Dead Island,1,1,0.0,1149106.0,6094.0,672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,6.8,140,778,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,9
Kinect: Disneyland Adventures,1,1,0.0,504237.0,571.0,752.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,3.2,33,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Bloodborne,1,1,1.0,2096105.0,21939.0,4564.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,8.9,100,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,3,8
NBA 2K15,1,1,0.0,566914.0,4117.0,904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.5,6.550000000000001,59,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,3,9
Yu-Gi-Oh! The Duelists of the Roses,1,0,0.0,615.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,8.1,14,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,9
Half-Life 2,0,1,1.0,280516.0,2276.0,1379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.0,8.85,116,2346,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,8
Tony Hawk's Underground 2,1,1,0.0,1096360.0,20293.0,2147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.25,7.875,174,39,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,9
Kinect Sports: Season Two,1,1,0.0,394432.0,523.0,437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.0,6.9,46,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8
The Legend of Zelda: Majora's Mask 3D,0,1,0.0,527675.0,4866.0,1290.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,8.9,82,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,3,8
Mario Tennis,1,1,0.0,700058.0,5367.0,904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0,8.7,16,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,9
James Bond 007: Everything or Nothing,1,1,0.0,14051.0,86.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.0,8.15,121,60,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,9
Chrono Trigger,1,1,0.0,110857.0,1442.0,518.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,9.1,57,167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,9
Guild Wars 2,1,0,0.0,700566.0,3796.0,2085.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,8.0,69,964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,8
Pokemon Ranger: Shadows of Almia,0,1,0.0,22858.0,201.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.0,8.1,24,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8
God of War: Ascension,1,1,1.0,395191.0,2786.0,2477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.6,89,272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,8
Pro Evolution Soccer 2010,1,1,0.0,270586.0,2321.0,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.6,7.0,106,29,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,2,3,9
Just Dance 2015,0,1,0.0,10063.0,245.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.0,6.800000000000001,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,3,9
Paper Mario: Sticker Star,0,1,0.0,281329.0,1808.0,1220.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,5.5,69,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,3,8
Sonic's Ultimate Genesis Collection,1,1,0.0,184478.0,2635.0,567.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.5,7.95,80,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Super Monkey Ball: Banana Blitz,1,1,0.0,63543.0,340.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,5.7,53,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Kirby: Nightmare in Dream Land,1,1,0.0,340.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0,8.6,24,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Wario Land 4,0,1,0.0,20015.0,477.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,8.7,17,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Onimusha 2: Samurai's Destiny,0,1,0.0,164.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,8.5,31,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,8
Paper Mario: The Thousand-Year Door,0,1,0.0,25383.0,339.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.0,9.1,55,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Dissidia: Final Fantasy,0,1,0.0,304919.0,2545.0,751.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.2,61,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Sonic Advance,1,1,0.0,141.0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,7.9,22,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Spyro: Season of Ice,0,1,0.0,112.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.0,6.6,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
New Super Luigi U,1,1,0.0,134664.0,1064.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,8.0,59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,3,8
Prince of Persia: The Sands of Time,0,1,0.0,92795.0,394.0,266.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,8.28,175,237,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,9
BioShock 2,1,1,0.0,1428618.0,7749.0,3909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,8.200000000000001,191,434,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,9
Rock Band 2,1,1,0.0,139652.0,614.0,393.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.66666666666669,7.8,103,54,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,9
Sonic Unleashed,0,1,0.0,308941.0,1264.0,4857.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.0,7.899999999999999,104,387,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,3,9
Pro Evolution Soccer 2012,1,1,0.0,221394.0,1315.0,864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.5,6.824999999999999,99,79,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,3,9
Hitman: Absolution,0,1,0.0,1235404.0,10616.0,3479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33333333333333,7.3,107,689,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,9
ATV Offroad Fury 2,1,1,0.0,473.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.0,8.7,26,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,8
Forza Motorsport 5,1,1,0.0,583949.0,5268.0,1313.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0,6.0,76,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,8
Pokemon Ranger,0,1,0.0,22858.0,201.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.0,7.3,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Mario & Luigi: Superstar Saga,0,1,0.0,21439.0,319.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,8.9,42,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Star Wars: Rogue Squadron,0,1,0.0,829182.0,12456.0,1306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0,8.5,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,8
The Sims: House Party,0,1,0.0,1083823.0,3750.0,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0,7.9,17,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8
Call of Duty: Roads to Victory,1,1,0.0,40715.0,284.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0,7.1,45,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,8
SimCity 2000,0,1,0.0,75424.0,685.0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0,7.9,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,9
Dance Dance Revolution Extreme,1,1,0.0,1182.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0,8.5,26,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Tetris DS,1,1,1.0,46701.0,432.0,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0,7.9,56,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Final Fantasy Tactics Advance,1,1,0.0,45.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,9.0,44,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Kirby's Epic Yarn,1,1,0.0,459862.0,1610.0,1471.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.0,8.5,70,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Mario Sports Mix,1,1,0.0,91894.0,492.0,539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,7.8,54,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Dynasty Warriors 4,1,1,0.0,757405.0,10955.0,1106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,8.9,42,127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Scooby-Doo! Night of 100 Frights,0,1,0.0,300.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.66666666666667,7.666666666666667,47,25,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
Portal 2,1,1,1.0,1031926.0,7882.0,4949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.0,8.866666666666665,172,2552,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,9
