game_key,Name,Platform,Franchise,Follows,Release date
world-cup-98,World Cup 98,PC,FIFA,5,915062400
world-soccer-jikkyou-winning-eleven-3-world-cup-france-98,World Soccer Jikkyou Winning Eleven 3: World Cup France 98,PS,Winning Eleven,0,896313600
fifa-soccer-2004,FIFA Soccer 2004,PC,,10,1067904000
fifa-soccer-2005,FIFA Soccer 2005,GBA,,1,1100217600
fifa-soccer-64,FIFA Soccer 64,N64,FIFA,1,883526400
fifa-street-2,FIFA Street 2,PSP,FIFA,13,1141084800
fifa-street-3,FIFA Street 3,X360,FIFA,7,1203638400
fifa-street,FIFA Street,PS3,,11,1331856000
fifa-world-cup-germany-2006,FIFA World Cup Germany 2006,DS,,0,1146182400
fifi-and-the-flowertots,Fifi and the Flowertots,DS,,0,1293753600
fifteen,FIFTEEN,WiiU,,0,1493856000
fight-club,Fight Club,PS2,,0,1100563200
fight-crab,Fight Crab,PC,,0,1596067200
fight-night-2004,Fight Night 2004,PS2,,0,1074470400
fight-night-champion,Fight Night Champion,X360,,10,1298937600
fight-night-round-2,Fight Night Round 2,PS2,,1,1125532800
fight-night-round-4,Fight Night Round 4,X360,,3,1245974400
fight-night-round-3,Fight Night Round 3,X360,,4,1140393600
fightbox,Fightbox,PS2,,0,1078531200
fighter-maker-2,Fighter Maker 2,PS2,,0,1039651200
fighter-maker,Fighter Maker,PS,,0,930787200
fighter-within,Fighter Within,XOne,,1,1385078400
fighters-destiny,Fighters Destiny,N64,,1,913334400
fighters-history-dynamite,Fighter's History Dynamite,Wii,,0,1293408000
retro-classix-fighters-history,Retro Classix: Fighter's History,PC,,0,1640908800
fighters-uncaged,Fighters Uncaged,X360,,0,1288828800
fighting-block,Fighting Block,PC,,0,1627344000
fighting-ex-layer,Fighting EX Layer,PC,Street Fighter,4,1543449600
fighting-ex-layer-a,FIGHTING EX LAYER -α,iOS,,0,1554076800
fighting-ex-layer-another-dash,Fighting Ex Layer Another Dash,NS,,0,1621468800
fighting-fantasy-starship-traveller,Fighting Fantasy: Starship Traveller,iOS,,0,1397088000
fighting-fantasy-talisman-of-death,Fighting Fantasy: Talisman Of Death,PSP,,0,1313539200
fighting-fantasy-the-talisman-of-death,Fighting Fantasy: The Talisman of Death,PSP,,0,1314057600
fighting-fantasy-the-warlock-of-firetop-mountain--1,Fighting Fantasy: The Warlock of Firetop Mountain,DS,,0,1259107200
fighting-force-2,Fighting Force 2,PS,,3,943920000
fighting-force-64,Fighting Force 64,N64,,0,928195200
fighting-force,Fighting Force,PC,,15,878256000
fighting-simulator-2-in-1-flying-warriors,Fighting Simulator: 2-in-1 Flying Warriors,GB,,0,702086400
fighting-street,Fighting Street,Wii,,0,1254787200
urban-street-fighting,Urban Street Fighting,NS,,0,1612569600
fighting-vipers,Fighting Vipers,PS3,,0,1354665600
sega-ages-2500-vol-19-fighting-vipers,Sega Ages 2500 Vol. 19: Fighting Vipers,PS2,,0,1114646400
figment,Figment,PC,,15,1506038400
figment-2-creed-valley,Figment 2: Creed Valley,PC,,0,1648684800
fila-decathlon,Fila Decathlon,GBA,,0,1017360000
final-approach,Final Approach,PC,,0,1459728000
final-approach-pilot-edition,Final Approach: Pilot Edition,PC,,0,1466553600
fsx-steam-edition-final-approach-add-on,FSX Steam Edition: Final Approach Add-On,PC,,0,1477440000
final-armada,Final Armada,PS2,,0,1189987200
final-assault,Final Assault,PC,,0,1553040000
fire-and-forget-the-final-assault,Fire & Forget: The Final Assault,PC,,0,1444089600
final-cut-death-on-the-silver-screen-collectors-edition,Final Cut: Death on the Silver Screen - Collector's Edition,PC,,0,1472083200
final-exam,Final Exam,X360,,4,1383868800
final-exam--1,Final Exam,PC,,0,1443657600
valkyria-chronicles-2-final-trooper-exam,Valkyria Chronicles 2: Final Trooper Exam,PSP,Valkyria,0,1268870400
valkyria-chronicles-2-final-tech-exam,Valkyria Chronicles 2: Final Tech Exam,PSP,Valkyria,0,1275523200
valkyria-chronicles-2-final-scout-exam,Valkyria Chronicles 2: Final Scout Exam,PSP,Valkyria,0,1266451200
final-fantasy-20th-anniversary-edition,Final Fantasy: 20th Anniversary Edition,PSP,Final Fantasy,2,1202428800
final-fantasy-ii-20th-anniversary-edition,Final Fantasy II: 20th Anniversary Edition,PSP,Final Fantasy,0,1202428800
final-fantasy-adventure,Final Fantasy Adventure,NS,Final Fantasy,9,1560211200
final-fantasy-agito,Final Fantasy Agito,iOS,Final Fantasy,2,1400025600
final-fantasy-type-0,Final Fantasy Type-0,PSP,Final Fantasy,4,1319673600
final-fantasy-anthology--1,Final Fantasy Anthology,PS,Final Fantasy,0,1021593600
final-fantasy-anthology,Final Fantasy Anthology,PS,Final Fantasy,5,938649600
final-fantasy-chronicles,Final Fantasy Chronicles,PS,Final Fantasy,3,993772800
final-fantasy-collection,Final Fantasy Collection,PS,Final Fantasy,0,921110400
final-fantasy-iv-the-complete-collection,Final Fantasy IV: The Complete Collection,PSP,Final Fantasy,0,1303430400
final-fantasy-pixel-remaster-collection,Final Fantasy: Pixel Remaster Collection,PC,Final Fantasy,0,1627430400
final-fantasy-xi-vanadiel-collection-2008,Final Fantasy XI: Vana'diel Collection 2008,PC,Final Fantasy,0,1210809600
final-fantasy-crystal-chronicles-my-life-as-a-darklord,Final Fantasy: Crystal Chronicles - My Life as a Darklord,Wii,Final Fantasy,1,1250726400
final-fantasy-crystal-chronicles-my-life-as-a-king,Final Fantasy: Crystal Chronicles - My Life as a King,Wii,Final Fantasy,2,1206403200
final-fantasy-crystal-chronicles-remastered-edition,Final Fantasy: Crystal Chronicles - Remastered Edition,NS,Final Fantasy,2,1598486400
final-fantasy-explorers,Final Fantasy: Explorers,3DS,Final Fantasy,4,1454025600
final-fantasy-explorers-collectors-edition,Final Fantasy: Explorers - Collector's Edition,3DS,Final Fantasy,0,1456444800
final-fantasy-explorers-force,Final Fantasy Explorers-Force,iOS,Final Fantasy,0,1521072000
final-fantasy-fables-chocobos-dungeon,Final Fantasy Fables: Chocobo's Dungeon,Wii,Final Fantasy,2,1197504000
final-fantasy-pixel-remaster,Final Fantasy: Pixel Remaster,PC,Final Fantasy,1,1627430400
final-fantasy-ii--1,Final Fantasy II,WiiU,Final Fantasy,14,1386720000
final-fantasy-ii,Final Fantasy II,Wii,Final Fantasy,8,1276214400
final-fantasy-ii--2,Final Fantasy II,iOS,Final Fantasy,4,1267056000
final-fantasy-ii-pixel-remaster,Final Fantasy II: Pixel Remaster,PC,Final Fantasy,0,1627430400
final-fantasy-iii,Final Fantasy III,PC,Final Fantasy,21,1580601600
final-fantasy-iii--1,Final Fantasy III,WiiU,Final Fantasy,3,1389139200
final-fantasy-iii--3,Final Fantasy III,PSP,Final Fantasy,7,1348531200
final-fantasy-iii-pixel-remaster,Final Fantasy III: Pixel Remaster,PC,Final Fantasy,0,1627430400
final-fantasy-iv--1,Final Fantasy IV,WiiU,Final Fantasy,43,1503446400
final-fantasy-iv,Final Fantasy IV,PC,Final Fantasy,27,1410912000
final-fantasy-iv-advance,Final Fantasy IV Advance,GBA,Final Fantasy,6,1140652800
final-fantasy-iv-pixel-remaster,Final Fantasy IV: Pixel Remaster,PC,Final Fantasy,0,1631059200
final-fantasy-iv-the-after-years--1,Final Fantasy IV: The After Years,PC,Final Fantasy,0,1431388800
final-fantasy-iv-the-after-years,Final Fantasy IV: The After Years,Wii,Final Fantasy,2,1248134400
final-fantasy-ix--1,Final Fantasy IX,PC,Final Fantasy,1,1550016000
final-fantasy-ix,Final Fantasy IX,PS3,Final Fantasy,246,1274832000
final-fantasy-legend-ii,Final Fantasy Legend II,NS,Final Fantasy,2,1608336000
final-fantasy-legend-iii,Final Fantasy Legend III,DS,Final Fantasy,2,1294272000
final-fantasy-mystic-quest,Final Fantasy: Mystic Quest,WiiU,Final Fantasy,9,1397606400
final-fantasy-origins,Final Fantasy Origins,PS,Final Fantasy,7,1049760000
stranger-of-paradise-final-fantasy-origin,Stranger of Paradise: Final Fantasy Origin,PC,Final Fantasy,1,1647561600
stranger-of-paradise-final-fantasy-origin-digital-deluxe-edition,Stranger of Paradise: Final Fantasy Origin - Digital Deluxe Edition,PC,,0,1647561600
final-fantasy-record-keeper,Final Fantasy: Record Keeper,iOS,,2,1427328000
final-fantasy-tactics-a2-grimoire-of-the-rift,Final Fantasy Tactics A2: Grimoire of the Rift,DS,Final Fantasy,8,1214438400
final-fantasy-tactics-advance,Final Fantasy Tactics Advance,WiiU,Final Fantasy,25,1453939200
final-fantasy-tactics-the-war-of-the-lions,Final Fantasy Tactics: The War of the Lions,PSP,Final Fantasy,21,1311033600
final-fantasy-tactics,Final Fantasy Tactics,PS3,Final Fantasy,51,1242172800
final-fantasy-tactics-s,Final Fantasy Tactics S,iOS,,0,1369699200
final-fantasy-type-0-hd,Final Fantasy Type-0 HD,PC,Final Fantasy,25,1439856000
final-fantasy-type-0-hd-limited-edition,Final Fantasy Type-0 HD: Limited Edition,PS4,Final Fantasy,0,1426377600
final-fantasy-type-0-hd-collectors-edition,Final Fantasy Type-0 HD: Collector's Edition,PS4,Final Fantasy,1,1426550400
final-fantasy-v--1,Final Fantasy V,PC,Final Fantasy,0,1443052800
final-fantasy-v,Final Fantasy V,PS,Final Fantasy,21,890265600
final-fantasy-v-advance,Final Fantasy V Advance,GBA,Final Fantasy,2,1174003200
final-fantasy-v-pixel-remaster,Final Fantasy V: Pixel Remaster,PC,Final Fantasy,0,1636502400
final-fantasy-vi-advance,Final Fantasy VI Advance,GBA,Final Fantasy,4,1183075200
final-fantasy-vi-brave-new-world,Final Fantasy VI: Brave New World,PC,,0,1577836800
brave-mouse-cartographer-trilogy,BRAVE MOUSE CARTOGRAPHER TRILOGY,PC,,0,1595203200
final-fantasy-brave-exvius,Final Fantasy: Brave Exvius,iOS,Final Fantasy,6,1467158400
final-fantasy-vi,Final Fantasy VI,PS,Final Fantasy,217,1014940800
final-fantasy-vi--1,Final Fantasy VI,PC,Final Fantasy,0,1450224000
final-fantasy-vi-pixel-remaster,Final Fantasy VI: Pixel Remaster,PC,Final Fantasy,2,1645574400
final-fantasy-vii-and-final-fantasy-viii-remastered-twin-pack,Final Fantasy VII & Final Fantasy VIII Remastered Twin Pack,NS,Final Fantasy,0,1567468800
final-fantasy-vii,Final Fantasy VII,PC,Final Fantasy,414,898646400
final-fantasy-vii-international,Final Fantasy VII International,PSP,Final Fantasy,0,1239321600
final-fantasy-vii-remake,Final Fantasy VII Remake,PS4,Final Fantasy,403,1586476800
final-fantasy-vii-g-bike,Final Fantasy VII G-Bike,iOS,Final Fantasy,4,1414627200
final-fantasy-vii-remake-intergrade,Final Fantasy VII Remake Intergrade,PC,Final Fantasy,1,1639612800
final-fantasy-vii-remake-episode-intermission,Final Fantasy VII Remake: Episode INTERmission,PS5,Final Fantasy,0,1623283200
final-fantasy-viii-remastered,Final Fantasy VIII Remastered,PC,Final Fantasy,6,1567468800
final-fantasy-viii,Final Fantasy VIII,PC,Final Fantasy,137,1386806400
final-fantasy-vii-plus-viii-double-pack,Final Fantasy VII + VIII Double Pack,PC,Final Fantasy,0,1466121600
final-fantasy-x-2-international-plus-last-mission,Final Fantasy X-2 International + Last Mission,PS2,Final Fantasy,0,1077148800
final-fantasy-x-2,Final Fantasy X-2,PS2,Final Fantasy,32,1077235200
final-fantasy-x-2-hd-remaster,Final Fantasy X-2 HD Remaster,PSV,Final Fantasy,0,1388016000
final-fantasy-x-slash-x-2-hd-remaster,Final Fantasy X/X-2 HD Remaster,PC,Final Fantasy,48,1463011200
final-fantasy-x-hd-remaster,Final Fantasy X HD Remaster,PSV,Final Fantasy,0,1388016000
final-fantasy-x-international,Final Fantasy X International,PS2,Final Fantasy,0,1022198400
final-fantasy-x-slash-x-2-hd-remaster-twin-pack,Final Fantasy X/X-2 HD Remaster Twin Pack,PSV,Final Fantasy,0,1388016000
final-fantasy-x-slash-x-2-hd-remaster-limited-edition--1,Final Fantasy X/X-2 HD Remaster: Limited Edition,PS3,Final Fantasy,0,1395360000
final-fantasy-x-slash-x-2-hd-remaster-limited-edition,Final Fantasy X/X-2 HD Remaster: Limited Edition,PS3,Final Fantasy,1,1395100800
final-fantasy-x-slash-x-2-hd-remaster-collectors-edition,Final Fantasy X/X-2 HD Remaster: Collector's Edition,PS3,Final Fantasy,0,1395100800
final-fantasy-x,Final Fantasy X,PS2,Final Fantasy,242,1008547200
final-fantasy-xi-chains-of-promathia,Final Fantasy XI: Chains of Promathia,X360,Final Fantasy,2,1145577600
final-fantasy-xi-online,Final Fantasy XI Online,X360,Final Fantasy,13,1145577600
final-fantasy-xi-rise-of-the-zilart,Final Fantasy XI: Rise of the Zilart,X360,Final Fantasy,1,1145318400
final-fantasy-xi-treasures-of-aht-urhgan,Final Fantasy XI: Treasures of Aht Urhgan,X360,Final Fantasy,1,1145318400
final-fantasy-xi-ultimate-collection-seekers-edition,Final Fantasy XI: Ultimate Collection - Seekers Edition,X360,Final Fantasy,0,1364256000
final-fantasy-xi-the-vanadiel-collection,Final Fantasy XI: The Vana'diel Collection,PC,Final Fantasy,0,1126828800
final-fantasy-xi-wings-of-the-goddess,Final Fantasy XI: Wings of the Goddess,X360,Final Fantasy,1,1195516800
final-fantasy-xii-international-zodiac-job-system,Final Fantasy XII International: Zodiac Job System,PS2,,0,1186444800
final-fantasy-xii-revenant-wings,Final Fantasy XII: Revenant Wings,DS,Final Fantasy,5,1177545600
final-fantasy-xii-the-zodiac-age,Final Fantasy XII: The Zodiac Age,PC,Final Fantasy,38,1517443200
final-fantasy-xii-the-zodiac-age-collectors-edition,Final Fantasy XII: The Zodiac Age - Collector's Edition,PS4,,0,1499731200
final-fantasy-xii-the-zodiac-age-limited-steelbook-edition,Final Fantasy XII: The Zodiac Age - Limited Steelbook Edition,PS4,,0,1499731200
final-fantasy-xii,Final Fantasy XII,PS2,Final Fantasy,89,1172188800
final-fantasy-xii-collectors-edition,Final Fantasy XII: Collector's Edition,PS2,Final Fantasy,0,1162252800
final-fantasy-xiii-2,Final Fantasy XIII-2,X360,Final Fantasy,46,1323907200
final-fantasy-xiii-2-steelbook-edition,Final Fantasy XIII-2: Steelbook Edition,X360,Final Fantasy,0,1328227200
final-fantasy-xiii-2-collectors-edition,Final Fantasy XIII-2: Collector's Edition,X360,Final Fantasy,0,1330646400
final-fantasy-xiii-2-limited-collectors-edition,Final Fantasy XIII-2: Limited Collector's Edition,X360,Final Fantasy,0,1330646400
final-fantasy-xiii,Final Fantasy XIII,X360,Final Fantasy,87,1292457600
lightning-returns-final-fantasy-xiii,Lightning Returns: Final Fantasy XIII,X360,Final Fantasy,23,1392336000
final-fantasy-xiii-limited-collectors-edition,Final Fantasy XIII: Limited Collector's Edition,PS3,Final Fantasy,0,1270771200
final-fantasy-xiv-a-realm-reborn-collectors-edition,Final Fantasy XIV: A Realm Reborn - Collector's Edition,PC,Final Fantasy,1,1377561600
final-fantasy-xiv-online--1,Final Fantasy XIV Online,PC,Final Fantasy,44,1377561600
final-fantasy-xiv-endwalker,Final Fantasy XIV: Endwalker,PC,Final Fantasy,1,1638835200
final-fantasy-xiv-endwalker-collectors-edition,Final Fantasy XIV: Endwalker - Collector's Edition,PC,,0,1620950400
final-fantasy-xiv-heavensward,Final Fantasy XIV: Heavensward,PC,Final Fantasy,7,1435017600
final-fantasy-xiv-heavensward-collectors-edition,Final Fantasy XIV: Heavensward - Collector's Edition,PC,Final Fantasy,0,1435017600
final-fantasy-xiv-online,Final Fantasy XIV Online,PC,Final Fantasy,14,1285804800
final-fantasy-xiv-online-starter-edition,Final Fantasy XIV Online: Starter Edition,PC,Final Fantasy,0,1495238400
final-fantasy-xiv-online-shadowbringers-collectors-edition,Final Fantasy XIV Online: Shadowbringers - Collector's Edition,PC,,0,1562025600
final-fantasy-xiv-shadowbringers,Final Fantasy XIV: Shadowbringers,PC,Final Fantasy,5,1562025600
final-fantasy-xiv-stormblood,Final Fantasy XIV: Stormblood,PC,Final Fantasy,10,1497916800
final-fantasy-xv-multiplayer-expansion-comrades,Final Fantasy XV: Multiplayer Expansion - Comrades,PC,Final Fantasy,0,1520294400
final-fantasy-xv-pocket-edition-hd,Final Fantasy XV: Pocket Edition HD,NS,Final Fantasy,0,1536796800
final-fantasy-xv-pocket-edition,Final Fantasy XV: Pocket Edition,PC,Final Fantasy,1,1528243200
final-fantasy-xv-windows-edition,Final Fantasy XV: Windows Edition,PC,Final Fantasy,10,1520294400
final-fantasy-xv,Final Fantasy XV,PC,Final Fantasy,266,1520294400
final-fantasy-xv-episode-ignis,Final Fantasy XV: Episode Ignis,PC,Final Fantasy,1,1520294400
final-fantasy-xv-episode-prompto,Final Fantasy XV: Episode Prompto,PC,Final Fantasy,1,1520294400
final-fight-3,Final Fight 3,WiiU,Final Fight,5,1380758400
final-fight-double-impact,Final Fight: Double Impact,X360,Final Fight,1,1271289600
final-fight-one,Final Fight One,WiiU,,1,1444867200
final-fight-streetwise,Final Fight: Streetwise,PS2,,2,1141084800
final-lap,Final Lap,SNES,,0,599529600
warhammer-40000-epic-final-liberation,"Warhammer 40,000 Epic: Final Liberation",PC,"Warhammer 40,000",1,880848000
hyper-final-match-tennis,Hyper Final Match Tennis,PS,,0,849312000
final-quest-ii,Final Quest II,PC,,0,1476748800
final-rush,Final Rush,PC,,1,1389916800
final-slam-2,Final Slam 2,PC,,0,1402531200
final-soldier,FINAL SOLDIER,WiiU,,0,1502323200
final-fantasy-vii-the-first-soldier,Final Fantasy VII: The First Soldier,iOS,Final Fantasy,0,1637107200
